RHOB,GR,NPHI,PEF,DTC,cluster
-0.817718,-0.628020,1.118021,2.380291,0.754795,2
-0.815705,-0.663695,1.066127,2.143626,0.746701,2
-0.802529,-0.735134,0.993395,2.036346,0.749420,2
-0.801924,-0.675719,0.969207,1.969452,0.755824,2
-0.853679,-0.564064,1.016271,2.027305,0.753926,2
-0.889470,-0.518319,1.250435,2.141353,0.755001,2
-0.873694,-0.541564,1.412153,1.924060,0.754854,2
-0.799890,-0.626352,1.530096,1.238518,0.754980,2
-0.684595,-0.554449,1.238631,0.607940,0.756338,0
-0.566851,-0.436260,0.962687,0.258090,0.755389,0
-0.500127,-0.394905,0.619698,0.190379,0.754439,0
-0.480544,-0.428609,0.304342,0.216590,0.753490,0
-0.477310,-0.514676,0.181029,0.247588,0.754930,0
-0.489166,-0.533299,0.132410,0.326708,0.754924,0
-0.501804,-0.553619,0.135929,0.264665,0.754909,0
-0.549451,-0.529812,0.229262,0.280101,0.754943,0
-0.700977,-0.461224,0.451826,0.636342,0.749035,0
-1.029813,-0.442744,0.667993,1.213338,0.748880,2
-1.415418,-0.604794,0.639909,1.835260,0.754871,2
-1.723413,-0.750307,0.671290,1.997500,0.754984,2
-1.910432,-0.861191,0.888229,1.898608,0.754851,2
-1.934704,-0.821362,1.151529,1.778101,0.755915,2
-1.833247,-0.814509,1.276428,1.616265,0.754017,2
-1.599662,-0.740717,1.113637,1.266181,0.754820,2
-1.276026,-0.662205,0.912113,0.566730,0.758674,0
-0.909058,-0.588416,0.812076,-0.015787,0.762591,0
-0.606518,-0.555422,1.001172,-0.052626,0.762905,0
-0.528502,-0.501589,1.209148,0.460876,0.758997,0
-0.590913,-0.472141,1.082620,0.982246,0.755075,2
-0.682960,-0.543073,0.636473,1.308994,0.754759,2
-0.768055,-0.605655,0.230078,1.605203,0.758628,2
-0.990850,-0.660771,-0.013212,2.077406,0.762581,2
-1.299119,-0.677062,-0.027667,2.230004,0.766533,2
-1.618710,-0.791521,-0.014015,2.047809,0.763399,2
-1.890726,-0.861104,0.050781,1.832024,0.755980,2
-1.918333,-0.845268,0.278647,1.547690,0.754082,2
-1.620240,-0.712331,0.570069,0.844216,0.754690,2
-1.101965,-0.538848,0.808517,0.286791,0.762014,0
-0.675789,-0.425608,0.795927,-0.094380,0.763557,0
-0.557161,-0.475128,0.587911,-0.195237,0.756278,0
-0.523021,-0.536013,0.411471,-0.190895,0.755013,0
-0.482318,-0.578887,0.360001,-0.139435,0.753748,0
-0.433002,-0.449014,0.335078,-0.167189,0.754629,0
-0.396544,-0.412010,0.330260,-0.239380,0.759726,0
-0.360938,-0.428851,0.309027,-0.293438,0.766604,0
-0.345482,-0.393669,0.593736,-0.318958,0.773481,0
-0.335217,-0.280768,0.904216,-0.358122,0.780358,0
-0.363634,-0.279737,0.886242,-0.285154,0.789202,0
-0.438149,-0.453399,0.808544,0.151473,0.800927,0
-0.610569,-0.602801,0.768699,0.899687,0.822229,2
-0.870848,-0.527272,0.849814,1.716304,0.885857,2
-1.134917,-0.579976,0.811363,1.994449,0.960204,2
-1.227595,-0.629404,0.902659,1.623279,0.962686,2
-1.158458,-0.719439,0.804291,1.190940,0.922786,2
-0.905420,-0.684821,0.845103,1.073836,0.838936,2
-0.737386,-0.703207,0.684888,1.284609,0.745335,2
-0.752954,-0.645064,0.762740,1.676802,0.719662,2
-0.870691,-0.661730,0.782985,1.743419,0.728155,2
-0.912553,-0.562211,0.839364,1.465607,0.825819,2
-0.847508,-0.463035,0.914468,1.222497,0.907529,2
-0.713544,-0.418961,0.818824,0.880208,0.899632,2
-0.611451,-0.467502,0.629057,0.612805,0.875164,0
-0.574974,-0.573730,0.793400,0.679208,0.843944,0
-0.611547,-0.511530,0.973766,0.843348,0.795937,2
-0.763475,-0.525179,1.122302,1.387807,0.804550,2
-1.019780,-0.519022,0.949096,1.842485,0.888146,2
-1.397398,-0.526636,0.826039,2.528976,0.929910,2
-1.622078,-0.556671,1.172994,2.937761,0.941661,2
-1.651021,-0.669290,1.583304,2.896015,0.953397,2
-1.453841,-0.756518,1.748960,2.195979,0.963790,2
-1.267513,-0.687716,1.317678,1.726926,0.974373,2
-1.219708,-0.699709,1.142892,1.619510,0.987309,2
-1.499041,-0.702402,1.223085,2.021803,0.996470,2
-1.896030,-0.869833,1.280972,2.241181,1.000135,2
-2.148638,-0.928058,1.192759,2.134556,0.996408,2
-2.206337,-1.052574,1.369831,1.638465,1.005484,2
-2.228050,-0.972174,1.486280,1.322608,1.006804,2
-2.352445,-0.909628,1.318801,1.198061,1.005463,2
-2.504826,-0.726924,1.060528,1.293382,1.006825,2
-2.547793,-0.753863,0.969443,1.496267,1.010561,2
-2.439458,-0.719198,1.088429,1.474656,1.022549,2
-2.104588,-0.781845,1.084871,1.246407,1.008526,2
-1.561194,-0.630671,1.062192,0.716411,0.968331,2
-0.887752,-0.449876,0.954629,0.379196,0.924846,0
-0.485931,-0.240124,0.790554,0.109647,0.892510,0
-0.418264,-0.289424,0.675445,-0.156870,0.850653,0
-0.441406,-0.282617,0.854642,-0.318387,0.815167,0
-0.469219,-0.254656,0.915325,-0.400193,0.804506,0
-0.468865,-0.160540,0.965383,-0.377186,0.829566,0
-0.453611,-0.274584,0.952939,-0.370330,0.844408,0
-0.448549,-0.403586,1.034922,-0.389765,0.850676,0
-0.449101,-0.348183,1.356470,-0.435374,0.864715,0
-0.484684,-0.214903,1.353490,-0.466005,0.879718,0
-0.481579,-0.176266,1.341575,-0.442524,0.888186,0
-0.445230,-0.231475,1.282778,-0.368835,0.894205,0
-0.375679,-0.145005,1.036660,-0.292742,0.855623,0
-0.347661,-0.060411,0.844345,-0.215323,0.813477,0
-0.378571,0.080248,0.558584,-0.193968,0.829706,0
-0.445966,0.040745,0.588469,-0.176072,0.847345,0
-0.456042,0.008426,0.617835,-0.197104,0.885038,0
-0.417864,-0.123397,0.517556,-0.172916,0.899984,0
-0.381784,-0.322886,0.683631,-0.086890,0.886872,0
-0.417055,-0.311753,0.857030,0.075833,0.859461,0
-0.445319,-0.338311,0.993015,0.021753,0.827930,0
-0.443427,-0.232102,0.775259,-0.148095,0.797143,0
-0.415369,-0.259716,0.658518,-0.310755,0.803133,0
-0.371710,-0.147158,0.814516,-0.310360,0.814837,0
-0.371029,-0.175892,0.769486,-0.250348,0.826620,0
-0.388399,-0.110823,0.804409,-0.256484,0.840299,0
-0.393930,-0.097687,0.588496,-0.214975,0.854050,0
-0.379132,-0.077147,0.522437,-0.123933,0.841426,0
-0.346059,-0.203218,0.197268,-0.128877,0.812773,0
-0.337557,-0.262273,0.124143,-0.229381,0.811062,0
-0.314796,-0.224506,0.083083,-0.306569,0.793314,0
-0.321391,-0.118980,0.290532,-0.247986,0.788058,0
-0.341434,-0.086180,0.254650,-0.037387,0.794503,0
-0.381725,-0.238800,0.537178,0.086760,0.782850,0
-0.430476,-0.375544,0.730315,0.038238,0.797725,0
-0.447705,-0.474532,1.130703,-0.244628,0.779181,0
-0.448549,-0.272976,1.121387,-0.480224,0.789132,0
-0.394734,-0.116897,1.141059,-0.537983,0.787922,0
-0.360020,-0.161644,0.943821,-0.483688,0.768302,0
-0.258705,-0.297154,0.804919,-0.264670,0.723531,0
0.086018,-0.385229,0.282033,0.359747,0.539059,0
0.703004,-0.486202,0.131594,1.303764,0.174734,2
1.268333,-0.596144,0.148358,1.381541,-0.136582,1
1.102281,-0.630279,0.515552,0.902087,-0.173588,1
0.426778,-0.547617,0.620963,0.334421,-0.082524,0
-0.144728,-0.332026,0.649138,-0.139227,0.288995,0
-0.408077,-0.279169,0.591790,-0.374514,0.615787,0
-0.458387,-0.255980,0.443311,-0.446852,0.733798,0
-0.442432,-0.369337,0.579725,-0.425829,0.759718,0
-0.457209,-0.386241,0.704590,-0.431463,0.788995,0
-0.475451,-0.210688,0.770388,-0.379312,0.811912,0
-0.455989,-0.208473,0.750106,-0.165761,0.894610,0
-0.413975,-0.237493,0.717556,0.092573,0.886359,0
-0.344650,-0.424400,0.911629,0.178347,0.925932,0
-0.297746,-0.429431,0.939248,0.152389,0.943247,0
-0.291003,-0.422907,0.919958,0.180619,0.931485,0
-0.311271,-0.487473,0.662415,0.422641,0.923748,0
-0.327566,-0.436120,0.651353,0.566894,0.936784,0
-0.345484,-0.469311,0.582733,0.441769,0.949936,0
-0.377406,-0.399892,0.676181,0.135300,0.936680,0
-0.397107,-0.439589,0.631085,-0.095042,0.950040,0
-0.428900,-0.448218,0.702444,-0.189452,0.924933,0
-0.469189,-0.452129,0.676502,-0.152610,0.881292,0
-0.530877,-0.477260,0.659898,-0.028125,0.898908,0
-0.590986,-0.370986,0.540258,0.192482,0.913316,0
-0.610855,-0.187772,0.434064,0.241677,0.905950,0
-0.558128,-0.205443,0.773484,0.099148,0.877987,0
-0.464609,-0.219486,1.212835,0.006467,0.839473,0
-0.408936,-0.427134,1.349906,-0.021376,0.776820,0
-0.479628,-0.512015,0.931758,0.293398,0.829112,0
-0.738013,-0.723120,0.640442,0.858112,0.852345,2
-1.059720,-0.759602,0.728831,1.967254,0.948187,2
-1.254454,-0.818434,0.780169,2.128968,1.016343,2
-1.190421,-0.712258,0.971860,1.265469,0.989978,2
-0.896819,-0.689176,1.061662,0.357210,0.953121,0
-0.573737,-0.604554,1.157738,-0.060276,0.791635,0
-0.375895,-0.621792,0.864092,-0.219705,0.633514,0
-0.332656,-0.616891,0.435231,-0.123048,0.549706,0
-0.415734,-0.650316,0.254023,0.251815,0.471993,0
-0.577140,-0.736388,0.301366,0.906576,0.518848,2
-0.744835,-0.813977,0.514038,1.599161,0.524497,2
-0.820214,-0.693285,0.521170,1.864134,0.484137,2
-0.776888,-0.657940,0.430600,1.661443,0.458716,2
-0.629499,-0.587928,0.385470,1.397404,0.374606,2
-0.439885,-0.705133,0.400042,1.387481,0.210072,2
-0.372961,-0.711856,0.562589,1.560264,0.168118,2
-0.508741,-0.711703,0.619016,1.906951,0.210824,2
-0.708197,-0.766994,0.744636,1.891127,0.306610,2
-0.826595,-0.700587,0.820666,1.389734,0.568892,2
-0.795805,-0.761320,0.893287,0.619169,0.661101,0
-0.664274,-0.612611,0.911116,0.015708,0.681731,0
-0.446402,-0.638332,0.743796,-0.289270,0.618650,0
-0.215801,-0.604696,0.615060,-0.408856,0.455483,0
-0.059974,-0.704367,0.332523,-0.444229,0.259394,0
-0.038183,-0.708191,0.173748,-0.318778,0.126320,0
-0.084707,-0.698921,-0.045035,-0.029056,0.147937,0
-0.151722,-0.676912,0.084186,0.192836,0.251164,0
-0.190703,-0.628520,0.131006,0.166000,0.334029,0
-0.231739,-0.567399,0.343628,-0.080172,0.529119,0
-0.277598,-0.504363,0.555772,-0.163106,0.597823,0
-0.318147,-0.488659,0.619372,-0.068379,0.625500,0
-0.353020,-0.427635,0.501988,0.004550,0.739331,0
-0.376601,-0.499827,0.286157,-0.106312,0.780224,0
-0.389296,-0.513240,0.433206,-0.326191,0.856173,0
-0.413276,-0.527460,0.721177,-0.426100,0.878913,0
-0.425988,-0.470224,0.877625,-0.380455,0.886079,0
-0.429689,-0.425994,0.802759,-0.282224,0.876153,0
-0.373486,-0.377882,0.597105,-0.269818,0.815101,0
-0.314405,-0.356991,0.357630,-0.386148,0.800510,0
-0.326466,-0.360697,0.412572,-0.543688,0.807802,0
-0.392926,-0.355732,0.701920,-0.642322,0.808602,0
-0.452980,-0.418048,0.875563,-0.682297,0.831585,0
-0.457089,-0.442445,0.710215,-0.671557,0.839606,0
-0.447829,-0.536914,0.486004,-0.648006,0.846948,0
-0.444006,-0.548872,0.501783,-0.611683,0.838796,0
-0.441337,-0.468075,0.701016,-0.586009,0.807832,0
-0.421680,-0.368572,0.834338,-0.537740,0.800008,0
-0.401705,-0.252609,0.881611,-0.528488,0.791974,0
-0.357244,-0.265998,0.768266,-0.546475,0.760433,0
-0.285987,-0.303791,0.625066,-0.548148,0.729304,0
-0.189933,-0.471461,0.479487,-0.409695,0.689818,0
-0.013901,-0.563203,0.360692,-0.123642,0.651470,0
0.236805,-0.699349,0.405876,-0.173567,0.572319,0
0.353098,-0.651292,0.622482,-0.440209,0.564726,0
0.167998,-0.613299,0.919378,-0.670457,0.571939,0
-0.157232,-0.575823,1.151085,-0.711091,0.681375,0
-0.394125,-0.607559,1.111285,-0.663526,0.767245,0
-0.496564,-0.553585,0.807508,-0.609532,0.853574,0
-0.519346,-0.499238,0.541954,-0.544832,0.862733,0
-0.490366,-0.414812,0.471759,-0.487466,0.816743,0
-0.390590,-0.359362,0.570009,-0.454971,0.777743,0
-0.302577,-0.341217,0.564868,-0.512635,0.761083,0
-0.280413,-0.391078,0.614212,-0.515639,0.776086,0
-0.355019,-0.510597,0.756665,-0.444565,0.829623,0
-0.442041,-0.506764,0.833039,-0.360381,0.884477,0
-0.485983,-0.430090,1.032457,-0.336091,0.886400,0
-0.479116,-0.359831,1.038394,-0.309854,0.878892,0
-0.443622,-0.395335,1.020618,-0.295456,0.833392,0
-0.428656,-0.494265,0.841351,-0.319826,0.846535,0
-0.448727,-0.552137,0.758890,-0.380105,0.877050,0
-0.491914,-0.517212,0.797788,-0.429292,0.893458,0
-0.523545,-0.484007,0.823472,-0.456289,0.909129,0
-0.526211,-0.464210,0.781987,-0.469621,0.887742,0
-0.509996,-0.530145,0.794946,-0.476787,0.886447,0
-0.463684,-0.580024,0.703497,-0.414966,0.849609,0
-0.436601,-0.584372,0.609036,-0.340378,0.869225,0
-0.421102,-0.503401,0.545624,-0.337699,0.885361,0
-0.443492,-0.398411,0.607132,-0.456969,0.879157,0
-0.467138,-0.399453,0.624060,-0.620347,0.885835,0
-0.493415,-0.486314,0.562295,-0.711123,0.893684,0
-0.521996,-0.599631,0.579777,-0.735462,0.879782,0
-0.533009,-0.614374,0.720516,-0.673294,0.890623,0
-0.534009,-0.626986,0.801245,-0.451320,0.903674,0
-0.543868,-0.567757,0.727125,-0.086068,0.916725,0
-0.508516,-0.463933,0.729792,0.113527,0.946463,0
-0.448919,-0.439152,0.734834,-0.061673,0.970702,0
-0.411665,-0.436158,0.596301,-0.317818,0.944244,0
-0.423172,-0.509789,0.367925,-0.421011,0.898763,0
-0.435583,-0.536362,0.430420,-0.390614,0.873037,0
-0.429033,-0.547669,0.588236,-0.389523,0.842398,0
-0.431474,-0.460512,0.677437,-0.433831,0.881540,0
-0.425903,-0.440953,0.500970,-0.395124,0.851287,0
-0.312255,-0.535435,0.344530,-0.245196,0.826196,0
-0.092648,-0.688742,0.440587,-0.171866,0.732947,0
0.070381,-0.728863,0.723523,-0.269834,0.686888,0
0.048984,-0.644308,0.906110,-0.388007,0.668356,0
-0.072455,-0.584494,0.830762,-0.458155,0.652497,0
-0.171396,-0.475245,0.612604,-0.526050,0.719889,0
-0.248918,-0.376187,0.527250,-0.625402,0.750071,0
-0.346464,-0.357094,0.611445,-0.694653,0.800936,0
-0.443644,-0.427610,0.798463,-0.691312,0.869400,0
-0.499420,-0.489353,0.939748,-0.679476,0.892197,0
-0.507292,-0.470334,0.935065,-0.703313,0.907867,0
-0.480301,-0.467185,0.773416,-0.734280,0.903204,0
-0.455051,-0.503493,0.605598,-0.694119,0.898740,0
-0.457500,-0.552572,0.542461,-0.612458,0.894819,0
-0.483461,-0.560969,0.472469,-0.584270,0.887561,0
-0.505116,-0.522941,0.288800,-0.628784,0.879743,0
-0.510557,-0.493292,0.318206,-0.668220,0.871889,0
-0.498823,-0.499152,0.510063,-0.685432,0.864029,0
-0.481136,-0.567502,0.692683,-0.693512,0.842994,0
-0.467019,-0.627231,0.689279,-0.679415,0.839255,0
-0.461269,-0.657975,0.534750,-0.645582,0.859109,0
-0.465697,-0.658616,0.536621,-0.623593,0.856270,0
-0.473622,-0.636045,0.703330,-0.651022,0.874649,0
-0.475635,-0.595519,0.944026,-0.681746,0.891604,0
-0.461518,-0.540462,1.017013,-0.690219,0.881283,0
-0.450934,-0.486141,0.811218,-0.680777,0.865624,0
-0.448127,-0.535403,0.604570,-0.680104,0.849892,0
-0.454358,-0.625597,0.526377,-0.701535,0.834288,0
-0.464233,-0.645763,0.529636,-0.720586,0.837903,0
-0.465158,-0.559987,0.536499,-0.720654,0.839297,0
-0.469566,-0.451387,0.635587,-0.702749,0.839248,0
-0.474386,-0.414778,0.789147,-0.698913,0.826607,0
-0.475854,-0.362894,0.809602,-0.705741,0.836303,0
-0.459424,-0.321027,0.738075,-0.702260,0.814100,0
-0.423012,-0.337867,0.659744,-0.675062,0.820535,0
-0.390998,-0.417520,0.640564,-0.654437,0.826735,0
-0.382701,-0.410761,0.560297,-0.658505,0.830589,0
-0.390428,-0.366968,0.453369,-0.664732,0.819125,0
-0.383505,-0.303877,0.438819,-0.635331,0.809617,0
-0.349742,-0.272151,0.550319,-0.579710,0.795431,0
-0.315048,-0.301466,0.702633,-0.539686,0.767526,0
-0.304870,-0.337037,0.856646,-0.543516,0.761044,0
-0.317815,-0.359030,0.900486,-0.571897,0.754791,0
-0.326723,-0.212944,0.790121,-0.575603,0.771184,0
-0.315258,-0.095216,0.688805,-0.566673,0.782605,0
-0.303700,-0.132896,0.627093,-0.585582,0.784263,0
-0.318844,-0.281826,0.668483,-0.627984,0.778477,0
-0.356294,-0.423855,0.727732,-0.643050,0.788654,0
-0.376207,-0.430768,0.791682,-0.602856,0.792121,0
-0.373713,-0.395178,0.801853,-0.519035,0.780255,0
-0.365884,-0.449289,0.800584,-0.472387,0.794435,0
-0.360498,-0.586735,0.895614,-0.495741,0.782280,0
-0.359383,-0.640952,0.997195,-0.540074,0.800251,0
-0.364115,-0.511686,0.976777,-0.560458,0.825580,0
-0.384298,-0.379260,0.772399,-0.508566,0.819810,0
-0.389598,-0.439750,0.580963,-0.370723,0.792403,0
-0.332727,-0.535228,0.518261,-0.192437,0.772570,0
-0.227464,-0.556842,0.589367,-0.118051,0.751193,0
-0.137864,-0.526678,0.828156,-0.206017,0.739377,0
-0.129209,-0.536004,1.122787,-0.320906,0.750753,0
-0.188240,-0.605815,1.230404,-0.407964,0.768964,0
-0.246913,-0.674222,1.076670,-0.529486,0.787175,0
-0.294858,-0.661422,0.743273,-0.651211,0.792207,0
-0.350191,-0.555905,0.441265,-0.708145,0.786564,0
-0.397046,-0.491009,0.313314,-0.706974,0.801425,0
-0.414048,-0.496754,0.410993,-0.688858,0.796640,0
-0.424976,-0.577106,0.501098,-0.689218,0.814713,0
-0.424417,-0.534452,0.422068,-0.684557,0.806894,0
-0.403221,-0.416909,0.317464,-0.662702,0.783382,0
-0.362383,-0.383271,0.346875,-0.576076,0.787580,0
-0.345067,-0.433580,0.312180,-0.452858,0.775542,0
-0.370912,-0.532139,0.190229,-0.399094,0.763186,0
-0.409186,-0.580372,0.183996,-0.446457,0.777383,0
-0.441739,-0.583429,0.314676,-0.528277,0.789896,0
-0.454713,-0.589679,0.434429,-0.568356,0.803090,0
-0.438971,-0.535917,0.518380,-0.572508,0.818793,0
-0.397726,-0.502935,0.679683,-0.577282,0.799245,0
-0.360717,-0.543449,0.779697,-0.609631,0.764011,0
-0.344524,-0.615776,0.699340,-0.642841,0.758406,0
-0.350798,-0.598910,0.613140,-0.636995,0.733820,0
-0.363837,-0.545504,0.752034,-0.592444,0.721732,0
-0.382397,-0.557022,0.888493,-0.518741,0.663187,0
-0.345390,-0.705070,0.921341,-0.456963,0.438470,0
-0.227031,-0.749126,0.860110,-0.485755,0.207230,0
-0.147315,-0.711102,0.794501,-0.538296,0.051507,0
-0.197432,-0.642820,0.651697,-0.593635,0.080849,0
-0.342810,-0.610704,0.410103,-0.590068,0.258326,0
-0.433269,-0.588580,0.360509,-0.562177,0.526955,0
-0.451813,-0.564218,0.516500,-0.545860,0.663695,0
-0.463469,-0.604397,0.679057,-0.526277,0.723628,0
-0.469424,-0.638931,0.700316,-0.528586,0.755445,0
-0.466678,-0.601077,0.741039,-0.524176,0.704555,0
-0.456656,-0.567209,0.732703,-0.511851,0.745842,0
-0.457725,-0.595472,0.695479,-0.482887,0.779396,0
-0.449048,-0.655858,0.570853,-0.509515,0.786738,0
-0.439287,-0.699500,0.384958,-0.548916,0.807273,0
-0.422315,-0.679821,0.250249,-0.588318,0.815746,0
-0.398481,-0.708138,0.153872,-0.611288,0.780851,0
-0.357784,-0.637835,0.241925,-0.614181,0.785715,0
-0.308443,-0.632944,0.464086,-0.611622,0.740674,0
-0.260079,-0.763015,0.711674,-0.566413,0.701000,0
-0.256731,-0.894245,0.776507,-0.549335,0.680892,0
-0.313190,-0.906734,0.586184,-0.585448,0.653510,0
-0.380809,-0.817620,0.523447,-0.618471,0.686974,0
-0.426295,-0.845751,0.631426,-0.509926,0.728335,0
-0.483155,-0.892824,0.752513,-0.142684,0.751662,0
-0.554538,-0.963357,0.895064,0.211640,0.784894,0
-0.592238,-0.982242,0.984494,0.162846,0.824093,0
-0.549108,-0.927338,1.088824,-0.264527,0.839278,0
-0.474208,-0.822427,0.989980,-0.605103,0.815549,0
-0.409326,-0.744912,0.783078,-0.731228,0.743404,0
-0.357107,-0.721702,0.704672,-0.752442,0.692037,0
-0.309125,-0.712363,0.581570,-0.711108,0.691707,0
-0.298021,-0.717707,0.545020,-0.652196,0.725955,0
-0.322400,-0.756111,0.531104,-0.619765,0.749813,0
-0.355218,-0.799693,0.724649,-0.633398,0.766874,0
-0.359117,-0.836859,0.894917,-0.649115,0.771959,0
-0.352268,-0.799252,1.025085,-0.594559,0.736629,0
-0.346483,-0.740534,0.848441,-0.478323,0.713606,0
-0.358098,-0.665426,0.632292,-0.257269,0.727413,0
-0.391545,-0.677011,0.445506,0.034450,0.750858,0
-0.435479,-0.699607,0.500366,0.302584,0.769768,0
-0.449903,-0.769567,0.498843,0.426408,0.794402,0
-0.427987,-0.850577,0.516954,0.125242,0.781140,0
-0.394601,-0.872806,0.648774,-0.207273,0.730004,0
-0.396263,-0.886036,0.740563,-0.464257,0.705894,0
-0.427954,-0.833334,0.644841,-0.581062,0.701398,0
-0.459458,-0.773204,0.612882,-0.575833,0.728706,0
-0.447255,-0.641879,0.958364,-0.529154,0.774772,0
-0.426029,-0.580339,1.301181,-0.483057,0.779256,0
-0.418959,-0.545951,1.308167,-0.482228,0.772974,0
-0.430266,-0.443383,0.882047,-0.502316,0.780703,0
-0.430266,-0.336586,0.636237,-0.526383,0.788686,0
-0.435068,-0.344770,0.495295,-0.543875,0.779587,0
-0.450513,-0.416583,0.519391,-0.543116,0.789872,0
-0.460181,-0.500739,0.469632,-0.559146,0.790985,0
-0.467351,-0.415070,0.489995,-0.581715,0.784846,0
-0.455721,-0.421566,0.653305,-0.606956,0.784029,0
-0.462858,-0.482918,0.757734,-0.490825,0.768238,0
-0.438929,-0.670752,0.674497,-0.137829,0.731842,0
-0.269900,-0.718645,0.297740,0.496643,0.586844,0
0.098962,-0.801537,0.076420,0.622185,0.372207,0
0.418536,-0.793158,0.069030,0.152140,0.205221,0
0.299351,-0.848985,0.216145,-0.203336,0.169254,0
-0.087626,-0.819298,0.424924,-0.226560,0.283927,0
-0.397584,-0.843359,0.589221,-0.046479,0.508268,0
-0.485356,-0.774008,0.586834,0.033533,0.703085,0
-0.482744,-0.754987,0.603616,-0.072996,0.768794,0
-0.462988,-0.752746,0.720508,-0.080496,0.776459,0
-0.448134,-0.869506,0.735333,-0.068737,0.772538,0
-0.434836,-0.849583,0.698786,-0.160618,0.776603,0
-0.421600,-0.763012,0.665368,-0.350053,0.792183,0
-0.417546,-0.854185,0.681996,-0.448536,0.792294,0
-0.425125,-0.885039,0.580528,-0.364251,0.769052,0
-0.469290,-0.862197,0.424689,-0.134387,0.737759,0
-0.554269,-0.726074,0.400088,0.296743,0.744413,0
-0.679333,-0.735520,0.526874,0.675119,0.742256,0
-0.821187,-0.896166,0.572819,1.011190,0.711900,2
-1.000186,-0.924113,0.651005,1.318460,0.707989,2
-1.089895,-0.935376,0.784349,1.689824,0.683650,2
-0.939675,-0.886383,0.982574,1.668318,0.655154,2
-0.704366,-0.848878,0.855659,1.550733,0.658182,2
-0.740668,-0.771558,0.549750,1.633450,0.692080,2
-1.286165,-0.736651,0.464413,1.884875,0.765258,2
-1.754227,-0.799098,0.618742,1.712629,0.859224,2
-1.832988,-0.861182,0.677361,1.255999,0.872191,2
-1.461701,-0.793083,0.601540,0.779267,0.789919,2
-0.833724,-0.795361,0.626992,0.335250,0.674319,0
-0.364095,-0.710659,0.814270,0.068387,0.588499,0
-0.277317,-0.774605,1.002917,-0.194735,0.616315,0
-0.434287,-0.709155,1.087085,-0.325017,0.696351,0
-0.534198,-0.651538,0.940774,-0.416391,0.777197,0
-0.553651,-0.580981,0.598892,-0.444971,0.787289,0
-0.580238,-0.547096,0.269503,-0.307451,0.750710,0
-0.612172,-0.563813,0.184767,-0.001004,0.733793,0
-0.647433,-0.494024,0.527877,0.344480,0.746255,0
-0.666569,-0.534739,0.810323,0.857018,0.812447,2
-0.676382,-0.703865,0.891501,1.369565,0.877436,2
-0.720575,-0.845341,0.833148,1.621022,0.883082,2
-0.789956,-0.879226,0.803676,0.842949,0.871969,2
-1.008769,-0.869449,1.238565,0.514471,0.859603,0
-1.362865,-0.886434,1.633315,0.808008,0.881126,2
-1.767770,-0.910132,2.031557,1.666679,0.950250,2
-1.906432,-0.847842,1.852562,1.875298,0.980184,2
-1.669117,-0.845394,1.485423,1.098397,0.941083,2
-1.130668,-0.807725,1.099499,0.185315,0.863878,0
-0.668404,-0.680873,0.738117,-0.297949,0.762398,0
-0.470665,-0.505372,0.672749,-0.443188,0.707332,0
-0.448251,-0.453461,0.396779,-0.441711,0.696164,0
-0.491607,-0.512883,0.294738,-0.436170,0.751213,0
-0.547264,-0.620546,0.333969,-0.290949,0.759792,0
-0.573876,-0.615021,0.666157,0.164317,0.758161,0
-0.593363,-0.663094,0.874526,0.823406,0.797577,2
-0.499615,-0.685925,0.956924,1.564335,0.777815,2
-0.446007,-0.711363,1.023621,1.894575,0.768310,2
-0.407706,-0.767764,1.296958,2.312633,0.711448,2
-0.700453,-0.818377,1.283168,2.447572,0.720785,2
-1.015715,-0.810943,1.193292,2.428820,0.801932,2
-1.227710,-0.841841,1.048871,2.349358,0.851801,2
-1.198776,-0.866702,1.070822,2.057682,0.883548,2
-1.039001,-0.861428,1.072134,1.230254,0.875689,2
-0.847889,-0.764289,0.821231,0.282199,0.833721,0
-0.619012,-0.538075,0.735145,-0.305682,0.754680,0
-0.456184,-0.532682,0.658127,-0.549898,0.724036,0
-0.396098,-0.370227,0.589707,-0.579894,0.727737,0
-0.386919,-0.381064,0.364329,-0.559347,0.775122,0
-0.391512,-0.341509,0.118245,-0.514530,0.818495,0
-0.391240,-0.432657,0.038052,-0.531577,0.829178,0
-0.423553,-0.429742,0.343807,-0.517019,0.840691,0
-0.436250,-0.414319,0.725089,-0.526178,0.844604,0
-0.447761,-0.393767,1.061988,-0.538991,0.841830,0
-0.433639,-0.489849,0.896071,-0.497050,0.831455,0
-0.403281,-0.550546,0.542010,-0.460600,0.834192,0
-0.383225,-0.542897,0.082096,-0.447471,0.834091,0
-0.373818,-0.509733,0.125765,-0.528664,0.820983,0
-0.381863,-0.489964,0.220108,-0.520033,0.805623,0
-0.394153,-0.657290,0.526299,-0.346423,0.787075,0
-0.448713,-0.764183,0.850968,0.138718,0.814945,0
-0.509670,-0.763059,1.181801,0.615614,0.885354,0
-0.543325,-0.687817,1.368314,0.738614,0.931020,0
-0.444832,-0.741366,1.210718,0.440341,0.896108,0
-0.182505,-0.690229,0.799453,0.336721,0.677698,0
0.198519,-0.696393,0.553736,0.182500,0.305668,0
0.355405,-0.559895,0.648162,-0.166299,0.225524,0
0.118090,-0.543438,0.921033,-0.463215,0.230114,0
-0.204394,-0.493340,1.088881,-0.558547,0.432032,0
