RHOB,GR,DEPTH_MD,NPHI,PEF,DTC,cluster
-0.318844,-0.281826,2065.296000,0.668483,-0.627984,0.778477,5
-0.356294,-0.423855,2065.448000,0.727732,-0.643050,0.788654,7
-0.376207,-0.430768,2065.600000,0.791682,-0.602856,0.792121,7
-0.373713,-0.395178,2065.752000,0.801853,-0.519035,0.780255,7
-0.365884,-0.449289,2065.904000,0.800584,-0.472387,0.794435,7
-0.360498,-0.586735,2066.056000,0.895614,-0.495741,0.782280,7
-0.359383,-0.640952,2066.208000,0.997195,-0.540074,0.800251,7
-0.364115,-0.511686,2066.360000,0.976777,-0.560458,0.825580,7
-0.384298,-0.379260,2066.512000,0.772399,-0.508566,0.819810,7
-0.389598,-0.439750,2066.664000,0.580963,-0.370723,0.792403,7
-0.332727,-0.535228,2066.816000,0.518261,-0.192437,0.772570,7
-0.227464,-0.556842,2066.968000,0.589367,-0.118051,0.751193,7
-0.137864,-0.526678,2067.120000,0.828156,-0.206017,0.739377,7
-0.129209,-0.536004,2067.272000,1.122787,-0.320906,0.750753,7
-0.188240,-0.605815,2067.424000,1.230404,-0.407964,0.768964,7
-0.246913,-0.674222,2067.576000,1.076670,-0.529486,0.787175,7
-0.294858,-0.661422,2067.728000,0.743273,-0.651211,0.792207,7
-0.350191,-0.555905,2067.880000,0.441265,-0.708145,0.786564,7
-0.397046,-0.491009,2068.032000,0.313314,-0.706974,0.801425,7
-0.414048,-0.496754,2068.184000,0.410993,-0.688858,0.796640,7
-0.424976,-0.577106,2068.336000,0.501098,-0.689218,0.814713,7
-0.424417,-0.534452,2068.488000,0.422068,-0.684557,0.806894,7
-0.403221,-0.416909,2068.640000,0.317464,-0.662702,0.783382,7
-0.362383,-0.383271,2068.792000,0.346875,-0.576076,0.787580,7
-0.345067,-0.433580,2068.944000,0.312180,-0.452858,0.775542,7
-0.370912,-0.532139,2069.096000,0.190229,-0.399094,0.763186,7
-0.409186,-0.580372,2069.248000,0.183996,-0.446457,0.777383,7
-0.441739,-0.583429,2069.400000,0.314676,-0.528277,0.789896,7
-0.454713,-0.589679,2069.552000,0.434429,-0.568356,0.803090,7
-0.438971,-0.535917,2069.704000,0.518380,-0.572508,0.818793,7
-0.397726,-0.502935,2069.856000,0.679683,-0.577282,0.799245,7
-0.360717,-0.543449,2070.008000,0.779697,-0.609631,0.764011,7
-0.344524,-0.615776,2070.160000,0.699340,-0.642841,0.758406,7
-0.350798,-0.598910,2070.312000,0.613140,-0.636995,0.733820,7
-0.363837,-0.545504,2070.464000,0.752034,-0.592444,0.721732,7
-0.382397,-0.557022,2070.616000,0.888493,-0.518741,0.663187,7
-0.345390,-0.705070,2070.768000,0.921341,-0.456963,0.438470,7
-0.227031,-0.749126,2070.920000,0.860110,-0.485755,0.207230,7
-0.147315,-0.711102,2071.072000,0.794501,-0.538296,0.051507,7
-0.197432,-0.642820,2071.224000,0.651697,-0.593635,0.080849,7
-0.342810,-0.610704,2071.376000,0.410103,-0.590068,0.258326,7
-0.433269,-0.588580,2071.528000,0.360509,-0.562177,0.526955,7
-0.451813,-0.564218,2071.680000,0.516500,-0.545860,0.663695,7
-0.463469,-0.604397,2071.832000,0.679057,-0.526277,0.723628,7
-0.469424,-0.638931,2071.984000,0.700316,-0.528586,0.755445,7
-0.466678,-0.601077,2072.136000,0.741039,-0.524176,0.704555,7
-0.456656,-0.567209,2072.288000,0.732703,-0.511851,0.745842,7
-0.457725,-0.595472,2072.440000,0.695479,-0.482887,0.779396,7
-0.449048,-0.655858,2072.592000,0.570853,-0.509515,0.786738,7
-0.439287,-0.699500,2072.744000,0.384958,-0.548916,0.807273,7
-0.422315,-0.679821,2072.896000,0.250249,-0.588318,0.815746,7
-0.398481,-0.708138,2073.048000,0.153872,-0.611288,0.780851,7
-0.357784,-0.637835,2073.200000,0.241925,-0.614181,0.785715,7
-0.308443,-0.632944,2073.352000,0.464086,-0.611622,0.740674,7
-0.260079,-0.763015,2073.504000,0.711674,-0.566413,0.701000,7
-0.256731,-0.894245,2073.656000,0.776507,-0.549335,0.680892,7
-0.313190,-0.906734,2073.808000,0.586184,-0.585448,0.653510,7
-0.380809,-0.817620,2073.960000,0.523447,-0.618471,0.686974,7
-0.426295,-0.845751,2074.112000,0.631426,-0.509926,0.728335,7
-0.483155,-0.892824,2074.264000,0.752513,-0.142684,0.751662,7
-0.554538,-0.963357,2074.416000,0.895064,0.211640,0.784894,7
-0.592238,-0.982242,2074.568000,0.984494,0.162846,0.824093,7
-0.549108,-0.927338,2074.720000,1.088824,-0.264527,0.839278,7
-0.474208,-0.822427,2074.872000,0.989980,-0.605103,0.815549,7
-0.409326,-0.744912,2075.024000,0.783078,-0.731228,0.743404,7
-0.357107,-0.721702,2075.176000,0.704672,-0.752442,0.692037,7
-0.309125,-0.712363,2075.328000,0.581570,-0.711108,0.691707,7
-0.298021,-0.717707,2075.480000,0.545020,-0.652196,0.725955,7
-0.322400,-0.756111,2075.632000,0.531104,-0.619765,0.749813,7
-0.355218,-0.799693,2075.784000,0.724649,-0.633398,0.766874,7
-0.359117,-0.836859,2075.936000,0.894917,-0.649115,0.771959,7
-0.352268,-0.799252,2076.088000,1.025085,-0.594559,0.736629,7
-0.346483,-0.740534,2076.240000,0.848441,-0.478323,0.713606,7
-0.358098,-0.665426,2076.392000,0.632292,-0.257269,0.727413,7
-0.391545,-0.677011,2076.544000,0.445506,0.034450,0.750858,7
-0.435479,-0.699607,2076.696000,0.500366,0.302584,0.769768,7
-0.449903,-0.769567,2076.848000,0.498843,0.426408,0.794402,7
-0.427987,-0.850577,2077.000000,0.516954,0.125242,0.781140,7
-0.394601,-0.872806,2077.152000,0.648774,-0.207273,0.730004,7
-0.396263,-0.886036,2077.304000,0.740563,-0.464257,0.705894,7
-0.427954,-0.833334,2077.456000,0.644841,-0.581062,0.701398,7
-0.459458,-0.773204,2077.608000,0.612882,-0.575833,0.728706,7
-0.447255,-0.641879,2077.760000,0.958364,-0.529154,0.774772,7
-0.426029,-0.580339,2077.912000,1.301181,-0.483057,0.779256,7
-0.418959,-0.545951,2078.064000,1.308167,-0.482228,0.772974,7
-0.430266,-0.443383,2078.216000,0.882047,-0.502316,0.780703,7
-0.430266,-0.336586,2078.368000,0.636237,-0.526383,0.788686,7
-0.435068,-0.344770,2078.520000,0.495295,-0.543875,0.779587,7
-0.450513,-0.416583,2078.672000,0.519391,-0.543116,0.789872,7
-0.460181,-0.500739,2078.824000,0.469632,-0.559146,0.790985,7
-0.467351,-0.415070,2078.976000,0.489995,-0.581715,0.784846,7
-0.455721,-0.421566,2079.128000,0.653305,-0.606956,0.784029,7
-0.462858,-0.482918,2079.280000,0.757734,-0.490825,0.768238,7
-0.438929,-0.670752,2079.432000,0.674497,-0.137829,0.731842,7
-0.269900,-0.718645,2079.584000,0.297740,0.496643,0.586844,7
0.098962,-0.801537,2079.736000,0.076420,0.622185,0.372207,7
0.418536,-0.793158,2079.888000,0.069030,0.152140,0.205221,7
0.299351,-0.848985,2080.040000,0.216145,-0.203336,0.169254,7
-0.087626,-0.819298,2080.192000,0.424924,-0.226560,0.283927,7
-0.397584,-0.843359,2080.344000,0.589221,-0.046479,0.508268,7
-0.485356,-0.774008,2080.496000,0.586834,0.033533,0.703085,7
-0.482744,-0.754987,2080.648000,0.603616,-0.072996,0.768794,7
-0.462988,-0.752746,2080.800000,0.720508,-0.080496,0.776459,7
-0.448134,-0.869506,2080.952000,0.735333,-0.068737,0.772538,7
-0.434836,-0.849583,2081.104000,0.698786,-0.160618,0.776603,7
-0.421600,-0.763012,2081.256000,0.665368,-0.350053,0.792183,7
-0.417546,-0.854185,2081.408000,0.681996,-0.448536,0.792294,7
-0.425125,-0.885039,2081.560000,0.580528,-0.364251,0.769052,7
-0.469290,-0.862197,2081.712000,0.424689,-0.134387,0.737759,7
-0.554269,-0.726074,2081.864000,0.400088,0.296743,0.744413,7
-0.679333,-0.735520,2082.016000,0.526874,0.675119,0.742256,7
-0.821187,-0.896166,2082.168000,0.572819,1.011190,0.711900,7
-1.000186,-0.924113,2082.320000,0.651005,1.318460,0.707989,7
-1.089895,-0.935376,2082.472000,0.784349,1.689824,0.683650,7
-0.939675,-0.886383,2082.624000,0.982574,1.668318,0.655154,7
-0.704366,-0.848878,2082.776000,0.855659,1.550733,0.658182,7
-0.740668,-0.771558,2082.928000,0.549750,1.633450,0.692080,7
-1.286165,-0.736651,2083.080000,0.464413,1.884875,0.765258,7
-1.754227,-0.799098,2083.232000,0.618742,1.712629,0.859224,7
-1.832988,-0.861182,2083.384000,0.677361,1.255999,0.872191,7
-1.461701,-0.793083,2083.536000,0.601540,0.779267,0.789919,7
-0.833724,-0.795361,2083.688000,0.626992,0.335250,0.674319,7
-0.364095,-0.710659,2083.840000,0.814270,0.068387,0.588499,7
-0.277317,-0.774605,2083.992000,1.002917,-0.194735,0.616315,7
-0.434287,-0.709155,2084.144000,1.087085,-0.325017,0.696351,7
-0.534198,-0.651538,2084.296000,0.940774,-0.416391,0.777197,7
-0.553651,-0.580981,2084.448000,0.598892,-0.444971,0.787289,7
-0.580238,-0.547096,2084.600000,0.269503,-0.307451,0.750710,7
-0.612172,-0.563813,2084.752000,0.184767,-0.001004,0.733793,7
-0.647433,-0.494024,2084.904000,0.527877,0.344480,0.746255,7
-0.666569,-0.534739,2085.056000,0.810323,0.857018,0.812447,7
-0.676382,-0.703865,2085.208000,0.891501,1.369565,0.877436,7
-0.720575,-0.845341,2085.360000,0.833148,1.621022,0.883082,7
-0.789956,-0.879226,2085.512000,0.803676,0.842949,0.871969,7
-1.008769,-0.869449,2085.664000,1.238565,0.514471,0.859603,7
-1.362865,-0.886434,2085.816000,1.633315,0.808008,0.881126,7
-1.767770,-0.910132,2085.968000,2.031557,1.666679,0.950250,7
-1.906432,-0.847842,2086.120000,1.852562,1.875298,0.980184,7
-1.669117,-0.845394,2086.272000,1.485423,1.098397,0.941083,7
-1.130668,-0.807725,2086.424000,1.099499,0.185315,0.863878,7
-0.668404,-0.680873,2086.576000,0.738117,-0.297949,0.762398,7
-0.470665,-0.505372,2086.728000,0.672749,-0.443188,0.707332,7
-0.448251,-0.453461,2086.880000,0.396779,-0.441711,0.696164,7
-0.491607,-0.512883,2087.032000,0.294738,-0.436170,0.751213,7
-0.547264,-0.620546,2087.184000,0.333969,-0.290949,0.759792,7
-0.573876,-0.615021,2087.336000,0.666157,0.164317,0.758161,7
-0.593363,-0.663094,2087.488000,0.874526,0.823406,0.797577,7
-0.499615,-0.685925,2087.640000,0.956924,1.564335,0.777815,7
-0.446007,-0.711363,2087.792000,1.023621,1.894575,0.768310,7
-0.407706,-0.767764,2087.944000,1.296958,2.312633,0.711448,7
-0.700453,-0.818377,2088.096000,1.283168,2.447572,0.720785,7
-1.015715,-0.810943,2088.248000,1.193292,2.428820,0.801932,7
-1.227710,-0.841841,2088.400000,1.048871,2.349358,0.851801,7
-1.198776,-0.866702,2088.552000,1.070822,2.057682,0.883548,7
-1.039001,-0.861428,2088.704000,1.072134,1.230254,0.875689,7
-0.847889,-0.764289,2088.856000,0.821231,0.282199,0.833721,7
-0.619012,-0.538075,2089.008000,0.735145,-0.305682,0.754680,7
-0.456184,-0.532682,2089.160000,0.658127,-0.549898,0.724036,7
-0.396098,-0.370227,2089.312000,0.589707,-0.579894,0.727737,7
-0.386919,-0.381064,2089.464000,0.364329,-0.559347,0.775122,7
-0.391512,-0.341509,2089.616000,0.118245,-0.514530,0.818495,7
-0.391240,-0.432657,2089.768000,0.038052,-0.531577,0.829178,7
-0.423553,-0.429742,2089.920000,0.343807,-0.517019,0.840691,7
-0.436250,-0.414319,2090.072000,0.725089,-0.526178,0.844604,7
-0.447761,-0.393767,2090.224000,1.061988,-0.538991,0.841830,7
-0.433639,-0.489849,2090.376000,0.896071,-0.497050,0.831455,7
-0.403281,-0.550546,2090.528000,0.542010,-0.460600,0.834192,7
-0.383225,-0.542897,2090.680000,0.082096,-0.447471,0.834091,7
-0.373818,-0.509733,2090.832000,0.125765,-0.528664,0.820983,7
-0.381863,-0.489964,2090.984000,0.220108,-0.520033,0.805623,7
-0.394153,-0.657290,2091.136000,0.526299,-0.346423,0.787075,7
-0.448713,-0.764183,2091.288000,0.850968,0.138718,0.814945,7
-0.509670,-0.763059,2091.440000,1.181801,0.615614,0.885354,7
-0.543325,-0.687817,2091.592000,1.368314,0.738614,0.931020,7
-0.444832,-0.741366,2091.744000,1.210718,0.440341,0.896108,7
-0.182505,-0.690229,2091.896000,0.799453,0.336721,0.677698,7
0.198519,-0.696393,2092.048000,0.553736,0.182500,0.305668,7
0.355405,-0.559895,2092.200000,0.648162,-0.166299,0.225524,7
0.118090,-0.543438,2092.352000,0.921033,-0.463215,0.230114,7
-0.204394,-0.493340,2092.504000,1.088881,-0.558547,0.432032,7
-0.400428,-0.443491,2092.656000,0.904112,-0.564848,0.800403,7
-0.442548,-0.516579,2092.808000,0.749304,-0.503712,0.889654,7
-0.387103,-0.597822,2092.960000,0.461037,-0.290449,0.839706,7
-0.247898,-0.826487,2093.112000,0.433666,-0.136889,0.727164,7
-0.108881,-0.796883,2093.264000,0.460309,-0.125677,0.680031,7
-0.021096,-0.702466,2093.416000,0.610901,-0.050947,0.645239,7
0.012275,-0.488137,2093.568000,0.474066,-0.014741,0.585900,7
0.068958,-0.467298,2093.720000,0.364463,-0.112729,0.639551,7
-0.023844,-0.529863,2093.872000,0.579493,-0.353886,0.683477,7
-0.196710,-0.675441,2094.024000,0.787038,-0.444695,0.688205,7
-0.351882,-0.704295,2094.176000,0.865933,-0.371398,0.757916,7
-0.370460,-0.627995,2094.328000,0.734349,-0.230681,0.794405,7
-0.334930,-0.509559,2094.480000,0.627982,-0.169336,0.798087,7
-0.278570,-0.398067,2094.632000,0.635817,-0.222605,0.792126,7
-0.285431,-0.374687,2094.784000,0.535879,-0.336120,0.786133,7
-0.336165,-0.391668,2094.936000,0.301184,-0.363608,0.772807,7
-0.400533,-0.451241,2095.088000,0.131291,-0.323202,0.790563,7
-0.404365,-0.445539,2095.240000,0.179771,-0.332448,0.803930,7
-0.374337,-0.464615,2095.392000,0.529156,-0.313803,0.786225,7
-0.338401,-0.424720,2095.544000,0.644051,-0.300820,0.755211,7
-0.339942,-0.451662,2095.696000,0.541284,-0.058263,0.725484,7
-0.347303,-0.454669,2095.848000,0.511976,0.187545,0.756886,7
-0.412453,-0.548047,2096.000000,0.606138,0.664365,0.739522,7
-0.496622,-0.605988,2096.152000,0.855720,1.209399,0.721561,7
-0.616431,-0.556454,2096.304000,0.826078,2.049030,0.706790,7
-0.677546,-0.579931,2096.456000,0.809809,2.386913,0.619092,7
-0.613866,-0.520681,2096.608000,0.725895,1.406859,0.435805,7
-0.506052,-0.497659,2096.760000,0.750035,0.597618,0.264475,7
-0.451402,-0.377075,2096.912000,0.853441,0.494726,0.273832,7
-0.490135,-0.452838,2097.064000,0.789648,0.681607,0.409889,7
-0.516925,-0.474563,2097.216000,0.597237,0.491942,0.710873,7
-0.494313,-0.541219,2097.368000,0.463878,0.014025,0.783557,7
-0.461109,-0.458778,2097.520000,0.816033,-0.237606,0.779646,7
-0.434807,-0.402013,2097.672000,1.101854,-0.242414,0.771598,7
-0.382505,-0.352720,2097.824000,1.280911,-0.209978,0.762836,7
-0.366817,-0.325002,2097.976000,1.085126,-0.277376,0.798486,7
-0.380189,-0.372289,2098.128000,0.935749,-0.382174,0.793843,7
-0.419458,-0.269489,2098.280000,0.830782,-0.479797,0.801673,7
-0.443900,-0.244030,2098.432000,0.663640,-0.406796,0.803291,7
-0.481421,-0.179457,2098.584000,0.898172,-0.027523,0.795135,7
-0.529716,-0.216550,2098.736000,1.100211,0.489116,0.831783,7
-0.529303,-0.184478,2098.888000,1.257290,0.566202,0.800002,7
-0.448683,-0.245489,2099.040000,1.095481,0.124116,0.807582,7
-0.367961,-0.264289,2099.192000,0.825611,-0.241831,0.813209,7
-0.388641,-0.355165,2099.344000,0.758210,-0.100342,0.720995,7
-0.466120,-0.329126,2099.496000,0.846893,0.342036,0.837683,7
-0.527913,-0.398337,2099.648000,0.978484,1.039738,0.903504,7
-0.506288,-0.379574,2099.800000,1.070651,1.178087,0.907229,7
-0.255266,-0.540373,2099.952000,0.806419,1.467936,0.809322,7
-0.225363,-0.441542,2100.712000,0.973218,1.488301,-0.079102,7
-0.788584,-0.359918,2100.864000,0.951363,2.361595,0.604588,7
-1.075144,-0.661803,2101.016000,0.764717,2.847547,0.926778,7
-1.321388,-0.694786,2101.168000,1.009512,2.767887,1.025738,7
-1.537494,-0.748374,2101.320000,1.335399,2.652742,1.055605,7
-1.614354,-0.776689,2101.472000,1.152361,2.589856,1.036659,7
-1.600984,-0.839343,2101.624000,1.033534,2.728464,1.040017,7
-1.549821,-0.908068,2101.776000,0.736117,2.919341,1.007725,7
-1.478632,-0.767166,2101.928000,0.684922,2.668923,0.924860,7
-1.244070,-0.647403,2102.080000,0.791010,1.491973,0.862311,7
-0.887104,-0.667920,2102.232000,1.056667,0.373780,0.796568,7
-0.516621,-0.537296,2102.384000,1.160447,-0.159568,0.716545,7
-0.310081,-0.514158,2102.536000,0.920440,-0.244791,0.679398,7
-0.250233,-0.294519,2102.688000,0.611250,-0.243920,0.662683,7
-0.244242,-0.207428,2102.840000,0.525177,-0.328676,0.694730,7
-0.272293,-0.172357,2102.992000,0.652743,-0.418633,0.732522,7
-0.308222,-0.175211,2103.144000,0.767296,-0.519876,0.754847,7
-0.352985,-0.217716,2103.296000,0.659459,-0.586886,0.770484,7
-0.388476,-0.096350,2103.448000,0.525788,-0.594654,0.785276,7
-0.374642,0.049483,2103.600000,0.605090,-0.534966,0.790979,7
-0.327966,0.083568,2103.752000,0.737459,-0.466897,0.779235,7
-0.282969,0.020171,2103.904000,0.765703,-0.417629,0.774407,7
-0.268719,-0.150041,2104.056000,0.906519,-0.382259,0.820509,7
-0.278037,-0.213163,2104.208000,1.005213,-0.367842,0.794555,7
-0.293072,-0.267392,2104.360000,0.939353,-0.396115,0.817294,7
-0.295915,-0.244985,2104.512000,0.613361,-0.460716,0.829300,7
-0.293660,-0.188236,2104.664000,0.388869,-0.520114,0.810042,7
-0.272251,-0.104952,2104.816000,0.369185,-0.542704,0.831398,7
-0.265374,-0.066017,2104.968000,0.286192,-0.540010,0.832261,7
-0.260765,-0.104353,2105.120000,0.284884,-0.484179,0.836750,7
-0.268010,-0.137659,2105.272000,0.455196,-0.455443,0.809184,7
-0.300831,-0.124970,2105.424000,0.729810,-0.440193,0.824843,7
-0.329184,-0.176007,2105.576000,0.967826,-0.400532,0.837009,7
-0.351153,-0.191992,2105.728000,0.829541,-0.346741,0.806820,7
-0.361498,-0.212223,2105.880000,0.395544,-0.317318,0.793347,7
-0.371223,-0.181321,2106.032000,-0.130300,-0.382875,0.808728,7
-0.361260,-0.176446,2106.184000,-0.234623,-0.442025,0.820529,7
-0.333664,-0.084572,2106.336000,0.055399,-0.430613,0.831118,7
-0.302769,-0.039929,2106.488000,0.397145,-0.370649,0.821783,7
-0.275857,-0.089790,2106.640000,0.623718,-0.313764,0.789862,7
-0.259925,-0.153415,2106.792000,0.814946,-0.292374,0.750895,7
-0.255121,-0.072161,2106.944000,0.781436,-0.320038,0.712428,7
-0.266488,-0.018327,2107.096000,0.801317,-0.392570,0.681251,7
-0.263991,0.028631,2107.248000,0.776176,-0.442825,0.657743,7
-0.240582,0.070951,2107.400000,0.822700,-0.409910,0.634230,7
-0.206071,0.214790,2107.552000,0.840712,-0.349325,0.618087,7
-0.160292,0.146099,2107.704000,0.747629,-0.295562,0.570428,7
-0.111232,0.131169,2107.856000,0.625652,-0.324752,0.514490,7
-0.064149,0.052066,2108.008000,0.515700,-0.356665,0.446186,7
-0.044897,0.074897,2108.160000,0.467853,-0.383214,0.424180,7
-0.078847,-0.029968,2108.312000,0.497183,-0.391586,0.450022,7
-0.143588,0.075075,2108.464000,0.441615,-0.415703,0.534843,7
-0.194017,0.173375,2108.616000,0.427898,-0.439132,0.595945,7
-0.228229,0.290611,2108.768000,0.412095,-0.449222,0.611616,7
-0.228668,0.301271,2108.920000,0.374633,-0.454062,0.604814,7
-0.199399,0.240317,2109.072000,0.278251,-0.436703,0.629142,7
-0.153729,0.245898,2109.224000,0.202127,-0.375422,0.746587,7
-0.119626,0.116153,2109.376000,0.169301,-0.291641,0.861656,7
-0.115926,0.119377,2109.528000,0.139769,-0.265236,0.737442,7
-0.106227,-0.037813,2109.680000,0.308738,-0.288082,0.752617,7
-0.105668,-0.165208,2109.832000,0.533564,-0.235711,0.643035,7
-0.082828,-0.377525,2109.984000,0.622701,-0.127790,0.556907,7
-0.047410,-0.513759,2110.136000,0.578231,-0.047491,0.322145,7
-0.016747,-0.482466,2110.288000,0.484518,-0.080959,0.345674,7
-0.049191,-0.381283,2110.440000,0.600067,-0.013409,0.344961,7
-0.104048,-0.261133,2110.592000,0.880738,0.238708,0.616010,7
-0.178464,-0.300063,2110.744000,1.057360,0.665832,0.851793,7
-0.290155,-0.350541,2110.896000,0.946293,0.984095,0.855110,7
-0.444921,-0.435431,2111.048000,0.668246,0.979105,0.908878,7
-0.545629,-0.411480,2111.200000,0.608194,0.631045,0.879271,7
-0.484500,-0.357026,2111.352000,0.543915,0.187431,0.732838,7
-0.337155,-0.288204,2111.504000,0.409978,-0.111976,0.722110,7
-0.214784,-0.172691,2111.656000,0.215761,-0.279850,0.721639,7
-0.180199,-0.161239,2111.808000,0.259694,-0.361038,0.690938,7
-0.184622,-0.210788,2111.960000,0.332180,-0.320696,0.735665,7
-0.139273,-0.263447,2112.112000,0.388226,-0.174682,0.744879,7
-0.037975,-0.194356,2112.264000,0.413094,-0.101865,0.715359,7
0.037850,-0.159412,2112.416000,0.519632,-0.250876,0.728809,7
0.026522,-0.233256,2112.568000,0.652184,-0.455027,0.661699,7
-0.054075,-0.303473,2112.720000,0.657265,-0.562539,0.696191,7
-0.124491,-0.258709,2112.872000,0.663365,-0.521558,0.705839,7
-0.157071,-0.156842,2113.024000,0.561177,-0.412184,0.683677,7
-0.139637,-0.089396,2113.176000,0.430948,-0.326907,0.615740,7
-0.106871,-0.103708,2113.328000,0.226580,-0.323102,0.596990,7
-0.082762,-0.148187,2113.480000,0.099830,-0.375788,0.596529,7
-0.084321,-0.161792,2113.632000,0.259613,-0.387310,0.647114,7
-0.092206,-0.129620,2113.784000,0.448368,-0.336010,0.680265,7
-0.109283,-0.182504,2113.936000,0.597810,-0.271234,0.675086,7
-0.129048,-0.280617,2114.088000,0.568571,-0.231163,0.667257,7
-0.123778,-0.376435,2114.240000,0.415790,-0.205470,0.652553,7
-0.090582,-0.340222,2114.392000,0.370853,-0.237285,0.643795,7
-0.055823,-0.278998,2114.544000,0.362202,-0.258402,0.642774,7
-0.026696,-0.293972,2114.696000,0.440483,-0.230058,0.686342,7
-0.016483,-0.328733,2114.848000,0.427617,-0.057803,0.661896,7
-0.036110,-0.347064,2115.000000,0.500405,0.160640,0.694664,7
-0.085095,-0.384900,2115.152000,0.727447,0.358336,0.683810,7
-0.167220,-0.430157,2115.304000,1.033987,0.414157,0.668151,7
-0.283596,-0.510622,2115.456000,1.028824,0.458593,0.652855,7
-0.332086,-0.556355,2115.608000,0.862544,0.509008,0.657762,7
-0.340220,-0.641315,2115.760000,0.939187,0.779738,0.694085,7
-0.369026,-0.691585,2115.912000,1.302505,1.084649,0.747345,7
-0.434576,-0.709970,2116.064000,1.425377,1.142291,0.731962,7
-0.422180,-0.641968,2116.216000,1.083480,0.790036,0.652953,7
-0.291373,-0.601210,2116.368000,0.619877,0.258147,0.622288,7
-0.169080,-0.566715,2116.520000,0.345085,-0.072510,0.542600,7
-0.162560,-0.506987,2116.672000,0.264764,-0.093719,0.519351,7
-0.233368,-0.452386,2116.824000,0.206715,0.046458,0.593995,7
-0.320142,-0.349345,2116.976000,0.279884,0.169699,0.672854,7
-0.364787,-0.350341,2117.128000,0.584788,0.103332,0.730483,7
-0.366322,-0.395923,2117.280000,0.893494,-0.121326,0.778438,7
-0.323189,-0.440325,2117.432000,0.971149,-0.308512,0.661384,7
-0.254599,-0.301298,2117.584000,0.677127,-0.407100,0.629543,7
-0.203132,-0.061404,2117.736000,0.306868,-0.436971,0.593525,7
-0.174940,0.096154,2117.888000,0.229337,-0.461779,0.547609,7
-0.172335,0.115849,2118.040000,0.336531,-0.497772,0.527636,7
-0.163353,0.017266,2118.192000,0.487493,-0.516480,0.512538,7
-0.153616,-0.077882,2118.344000,0.519011,-0.507819,0.503139,7
-0.157944,-0.168422,2118.496000,0.431370,-0.472461,0.521443,7
-0.172948,-0.234625,2118.648000,0.249331,-0.433394,0.518685,7
-0.170118,-0.301459,2118.800000,0.076574,-0.419242,0.557890,7
-0.143660,-0.338470,2118.952000,0.027870,-0.439559,0.564764,7
-0.076283,-0.322542,2119.104000,0.047343,-0.343070,0.584486,7
0.068343,-0.312737,2119.256000,0.184301,-0.212847,0.423612,7
0.248561,-0.273539,2119.408000,0.334565,-0.224177,0.378906,7
0.271796,-0.204485,2119.560000,0.515159,-0.347779,0.389421,7
0.075425,-0.153898,2119.712000,0.684117,-0.433693,0.431151,7
-0.158284,-0.172018,2119.864000,0.829346,-0.388821,0.634154,7
-0.288889,-0.215045,2120.016000,0.873543,-0.316165,0.784761,7
-0.347026,-0.254179,2120.168000,0.719493,-0.289968,0.846745,7
-0.425911,-0.247667,2120.320000,0.538485,-0.330180,0.816435,7
-0.503918,-0.155705,2120.472000,0.566596,-0.393685,0.788697,7
-0.512228,-0.092768,2120.624000,0.699870,-0.410593,0.681689,7
-0.402528,-0.140264,2120.776000,0.643680,-0.280285,0.652730,7
-0.199599,-0.267116,2120.928000,0.423335,-0.131772,0.619320,7
-0.022801,-0.296224,2121.080000,0.252635,-0.162617,0.617923,7
0.016120,-0.256621,2121.232000,0.206899,-0.306103,0.625532,7
-0.085857,-0.256769,2121.384000,0.130061,-0.412159,0.639971,7
-0.212519,-0.293589,2121.536000,0.084967,-0.454736,0.643486,7
-0.276945,-0.345677,2121.688000,0.103765,-0.497518,0.618237,7
-0.278679,-0.373504,2121.840000,0.100139,-0.536947,0.617639,7
-0.266076,-0.352694,2121.992000,0.119467,-0.529435,0.638165,7
-0.272807,-0.255443,2122.144000,0.287836,-0.520042,0.692905,7
-0.298755,-0.129409,2122.296000,0.607127,-0.570447,0.786177,7
-0.329627,-0.017908,2122.448000,0.735091,-0.613094,0.832547,7
-0.339828,-0.028566,2122.600000,0.736327,-0.587485,0.820834,7
-0.326946,-0.003490,2122.752000,0.787163,-0.519607,0.803685,7
-0.304942,0.042499,2122.904000,0.926005,-0.479383,0.830558,7
-0.291954,0.035507,2123.056000,0.923797,-0.487329,0.827208,7
-0.296995,-0.027599,2123.208000,0.698309,-0.477875,0.829693,7
-0.308511,-0.140459,2123.360000,0.588234,-0.442650,0.825463,7
-0.322684,-0.104419,2123.512000,0.572713,-0.401441,0.811637,7
-0.335739,-0.076238,2123.664000,0.544663,-0.367161,0.801966,7
-0.344796,-0.140554,2123.816000,0.406802,-0.325619,0.806067,7
-0.335378,-0.253518,2123.968000,0.339540,-0.267520,0.831739,7
-0.310470,-0.365981,2124.120000,0.381479,-0.221385,0.809861,7
-0.298639,-0.349452,2124.272000,0.385797,-0.186789,0.794243,7
-0.309386,-0.306962,2124.424000,0.352833,-0.166127,0.774610,7
-0.339034,-0.291480,2124.576000,0.291471,-0.145538,0.756985,7
-0.368649,-0.335883,2124.728000,0.253745,-0.121636,0.811474,7
-0.395704,-0.441722,2124.880000,0.182890,-0.094252,0.831520,7
-0.406122,-0.442604,2125.032000,0.180892,-0.064518,0.837289,7
-0.381878,-0.396051,2125.184000,0.338273,-0.090040,0.827779,7
