r,g,b
144,183,228
111,114,65
160,166,131
72,70,22
165,164,113
134,135,91
180,178,137
180,177,133
164,164,118
34,33,7
33,33,9
4,0,0
177,174,129
159,156,105
119,118,60
172,168,119
180,179,135
161,164,125
81,83,31
189,189,149
89,56,0
30,12,165
180,178,130
97,141,218
61,107,171
65,65,25
202,201,163
136,173,217
211,223,227
145,146,96
164,164,116
106,145,213
181,178,134
182,176,131
164,162,114
179,177,129
30,31,5
76,116,191
90,88,34
172,171,121
175,172,127
83,121,186
143,165,230
55,56,22
57,123,188
17,14,0
54,57,42
164,163,113
186,174,134
181,178,134
172,138,102
14,26,8
133,164,233
159,162,123
58,57,43
162,160,112
178,175,130
91,86,147
175,173,125
255,128,0
204,214,254
146,164,229
2,0,0
86,177,232
91,147,226
130,169,221
205,204,170
187,183,135
47,99,159
2,3,1
63,175,227
167,163,114
183,182,138
250,255,254
112,146,205
91,90,34
81,84,34
239,145,132
31,27,2
96,145,219
54,54,18
62,62,22
178,180,121
188,186,155
203,185,178
205,204,170
58,58,58
199,197,162
186,185,141
178,175,131
190,175,129
42,82,124
182,179,135
51,55,19
78,111,180
104,99,66
180,177,132
184,178,137
183,180,135
251,123,82
160,158,104
196,195,157
104,151,225
224,222,222
132,167,223
14,12,4
52,54,18
172,170,122
147,150,101
103,92,102
157,156,100
118,151,220
8,255,255
144,143,87
178,178,132
199,195,160
55,101,149
174,171,126
166,139,118
55,59,23
132,135,96
234,222,216
41,115,89
177,174,130
20,17,2
187,184,140
202,200,165
74,77,28
165,165,117
133,125,255
181,179,131
54,54,18
131,132,93
178,176,128
49,104,165
68,69,25
125,131,90
47,94,85
196,193,155
123,162,33
145,144,88
165,161,112
55,56,17
188,186,145
0,34,119
61,60,16
123,126,181
150,191,254
178,175,130
84,82,28
69,72,22
88,86,32
194,192,151
180,180,134
172,171,121
121,151,102
199,199,159
202,200,165
130,133,94
198,206,255
61,115,176
201,200,162
128,127,69
128,128,128
179,179,131
108,108,68
200,198,163
62,63,29
77,75,27
187,187,139
178,175,131
198,198,158
60,100,152
133,159,226
45,46,44
72,68,49
45,46,44
132,139,88
179,177,129
88,186,240
194,194,154
143,147,111
121,156,222
181,181,133
109,112,67
55,56,22
151,163,229
102,138,192
196,195,157
184,183,139
35,34,8
148,145,90
23,25,3
26,25,0
181,175,128
81,93,133
58,87,131
139,169,218
194,193,155
74,75,25
8,9,0
182,179,135
155,159,118
55,56,22
65,65,19
109,217,241
5,4,0
201,211,251
3,1,1
104,153,223
3,1,1
161,177,224
65,119,114
178,178,132
91,136,217
163,163,115
247,249,249
201,210,253
151,154,199
172,171,121
140,167,231
205,214,255
118,151,224
108,155,229
177,177,129
63,63,23
139,165,225
60,100,152
168,165,114
2,20,151
194,193,155
174,174,128
178,174,133
116,118,59
166,165,114
52,54,18
16,14,3
35,32,4
79,85,122
206,216,255
181,178,134
180,179,135
83,83,29
55,56,22
53,56,24
28,25,20
57,79,214
173,179,124
71,73,27
196,198,162
201,199,164
194,175,140
112,98,109
105,97,97
255,128,0
66,68,22
118,152,222
193,192,154
186,180,137
119,118,60
128,161,230
173,168,129
69,70,26
52,56,20
116,118,59
54,95,144
54,55,21
165,165,119
117,157,216
57,113,172
14,12,1
135,138,93
163,194,239
202,201,163
117,117,57
176,171,126
2,0,0
43,44,5
199,197,163
181,178,133
140,158,235
24,50,27
91,69,248
138,162,228
155,157,115
70,66,18
158,166,226
176,175,137
136,136,190
111,149,213
88,123,189
139,142,93
125,162,36
66,68,32
199,197,163
195,208,252
138,138,90
53,53,13
13,12,2
71,71,71
173,174,130
172,168,120
78,178,236
57,57,57
61,122,196
111,149,213
193,193,147
108,111,55
101,104,65
188,189,150
196,195,157
162,166,131
81,91,131
67,71,30
26,42,24
61,128,119
174,173,129
136,138,102
84,93,131
172,170,122
60,60,20
231,208,200
167,181,230
79,81,35
81,47,255
48,49,45
42,43,4
200,210,250
33,35,5
177,176,126
56,61,22
161,161,113
239,231,231
179,176,132
125,122,67
177,174,143
99,102,53
136,135,85
71,83,123
173,172,122
102,139,197
200,199,161
146,144,90
138,139,89
130,133,84
164,163,113
168,176,235
54,73,130
101,112,170
143,146,97
172,170,122
102,89,103
66,68,26
56,58,22
122,98,80
18,18,6
165,163,115
180,176,135
182,179,135
0,4,0
96,104,51
65,68,46
139,178,223
189,190,151
0,128,0
204,203,169
53,53,53
179,176,131
56,97,146
186,184,136
145,143,89
52,164,86
62,62,22
0,255,255
22,21,11
45,46,7
49,91,136
77,80,30
179,177,129
22,74,51
160,159,108
255,255,255
159,179,234
144,147,98
167,163,114
155,65,161
241,178,164
193,177,164
171,173,137
110,109,51
170,185,231
172,171,120
204,202,168
161,164,125
170,169,119
183,166,157
0,1,1
150,150,102
143,181,253
121,122,88
182,182,142
78,92,144
90,76,58
138,138,90
147,167,24
26,61,51
135,138,93
13,11,10
82,85,129
132,6,135
107,108,58
72,74,28
147,163,229
179,179,139
198,194,159
203,201,166
144,146,94
199,199,159
22,19,5
202,188,182
206,214,251
139,139,85
167,166,116
241,229,219
87,89,43
199,125,69
87,132,213
114,146,217
179,178,134
199,199,159
6,5,0
119,118,60
173,171,123
162,159,114
123,168,225
172,171,121
182,179,134
1,138,107
173,174,130
105,98,105
97,149,226
122,81,179
143,60,115
14,14,2
178,175,131
45,104,166
146,148,96
200,195,164
107,110,165
190,191,147
62,123,189
127,103,85
197,197,157
59,113,166
54,47,8
178,178,132
157,161,126
128,128,128
197,195,161
157,161,125
174,174,128
73,76,31
185,185,145
143,142,86
135,141,88
179,180,136
255,255,255
151,169,234
148,165,228
56,58,22
177,176,126
157,168,226
142,171,132
1,2,0
159,160,110
148,150,104
166,165,115
33,177,28
54,56,20
178,179,137
61,62,20
21,18,14
9,8,0
144,141,97
150,150,102
48,50,14
149,151,105
179,177,129
120,171,33
172,171,121
173,180,135
70,72,30
153,191,255
162,166,125
144,177,226
164,162,114
199,197,162
183,181,133
132,132,92
79,99,146
144,188,249
19,33,9
144,145,95
106,227,246
165,165,117
179,177,129
69,84,123
150,150,102
57,101,84
78,84,125
60,49,206
56,116,182
76,83,126
49,50,18
177,179,159
53,55,25
240,228,222
61,65,24
149,219,213
248,251,255
158,150,160
137,139,93
145,147,95
6,33,17
57,98,147
128,129,85
132,135,89
179,176,131
236,225,221
45,57,27
151,166,228
162,186,246
202,200,165
89,88,32
167,163,114
79,80,70
192,192,156
56,81,215
52,54,18
145,166,20
55,110,171
109,17,96
167,164,119
166,166,126
198,196,161
26,25,21
173,141,100
162,175,227
182,182,142
180,179,135
201,200,162
54,57,25
171,167,119
147,187,252
179,179,139
60,61,21
97,94,109
147,157,217
195,194,156
187,185,145
230,240,247
62,108,162
123,123,123
176,191,240
180,180,134
118,119,69
104,103,47
169,183,236
84,84,36
227,192,89
90,143,223
143,142,86
145,188,251
167,166,115
164,163,113
1,20,149
168,167,116
195,195,155
220,145,201
191,189,141
146,147,97
159,162,123
39,42,40
195,193,152
184,183,139
199,197,162
37,36,10
198,195,164
180,177,132
201,200,162
176,176,130
180,178,137
124,157,226
202,200,165
100,138,196
38,39,29
178,190,248
95,142,223
12,15,0
115,117,171
120,119,61
157,161,125
58,59,19
59,60,20
161,177,230
149,144,199
130,131,92
54,54,18
180,177,132
115,150,223
77,83,128
48,49,40
183,183,137
168,165,114
179,176,132
122,125,180
84,86,34
228,160,95
78,110,183
32,33,7
15,13,3
94,94,40
174,172,124
150,165,228
173,171,123
146,186,235
39,39,3
151,189,253
69,71,25
166,163,118
86,85,34
171,170,142
97,149,220
125,0,128
4,9,0
82,113,176
14,14,0
183,183,137
158,174,221
53,57,22
135,138,93
178,175,130
183,183,137
173,172,122
134,143,117
205,204,170
111,154,217
19,255,255
0,255,0
2,1,0
255,255,255
116,147,216
93,69,247
134,158,224
183,182,138
16,20,9
123,159,219
198,199,167
122,129,86
97,101,152
139,179,244
166,166,120
61,64,19
83,81,27
20,17,2
173,172,122
196,196,160
174,176,140
105,148,215
136,140,91
144,141,90
149,187,251
154,184,125
177,174,129
229,158,94
158,160,114
49,47,23
26,24,0
139,139,85
174,170,121
21,36,15
0,1,169
106,107,57
43,43,29
12,10,9
145,184,252
173,172,122
109,119,237
99,17,5
123,123,123
59,58,14
105,154,224
64,69,24
64,65,21
51,51,15
248,250,250
49,93,140
198,196,162
174,176,130
197,195,161
160,163,124
71,74,25
200,198,163
34,36,6
108,153,221
201,199,164
21,20,6
196,194,159
178,176,128
134,174,232
156,159,114
172,169,124
79,82,26
181,178,134
103,107,66
109,230,250
157,161,109
177,175,127
187,186,142
99,145,222
55,56,22
118,158,217
177,175,127
48,44,203
183,180,136
161,162,118
58,118,184
0,176,2
180,167,145
14,8,187
0,3,82
163,161,113
45,98,71
182,179,134
197,195,160
85,52,210
152,128,110
92,91,65
161,162,128
62,67,22
201,200,162
149,186,254
189,179,132
187,188,146
137,141,99
168,165,114
165,162,111
173,169,128
164,164,116
98,145,219
72,83,121
184,183,139
54,55,21
143,142,86
158,162,126
223,70,49
131,132,90
199,197,162
15,25,19
177,174,129
77,78,36
178,175,131
184,185,146
124,124,64
172,173,129
14,11,0
107,124,227
118,129,186
242,247,246
183,179,138
147,185,233
71,54,27
181,181,135
82,90,130
190,204,200
88,126,191
37,38,12
169,168,118
199,197,162
248,239,235
179,174,129
143,142,86
181,178,134
174,173,122
180,180,134
183,180,135
11,9,8
42,44,22
224,224,224
128,126,86
61,65,24
183,183,137
45,46,30
184,181,136
167,163,114
54,54,18
117,121,109
162,161,117
45,96,152
122,121,63
157,159,117
153,191,255
195,193,152
202,200,165
34,35,9
197,196,158
3,0,2
202,201,163
178,178,132
125,125,71
183,184,140
53,55,19
186,186,146
164,163,113
146,147,97
180,179,129
2,0,0
25,102,95
199,197,163
179,177,129
201,127,73
232,99,79
43,46,20
16,14,3
146,147,97
41,44,28
46,95,139
45,46,12
166,170,129
140,158,223
21,99,88
109,150,213
44,95,157
181,178,133
206,217,255
87,92,141
130,133,84
49,50,10
73,73,25
149,148,92
76,79,30
199,197,162
72,73,29
18,27,17
205,204,170
126,78,96
138,139,89
169,169,121
4,8,0
164,164,116
76,76,28
178,175,130
132,163,232
53,53,17
81,88,127
176,174,126
61,60,32
1,2,6
35,64,48
173,171,123
0,1,1
195,194,156
53,52,32
171,186,235
171,180,124
51,116,184
175,173,125
200,198,163
167,163,114
52,100,158
144,27,142
176,192,238
41,42,3
63,121,180
11,9,0
20,17,3
74,75,41
16,15,1
89,137,203
47,95,143
163,162,112
178,176,128
57,58,24
135,171,219
0,0,255
139,229,236
147,179,228
19,15,4
0,255,255
128,128,128
183,180,136
180,178,130
206,204,170
85,122,190
181,179,131
179,178,134
133,136,97
227,213,83
255,255,238
53,53,17
200,194,165
178,176,128
51,53,17
125,125,125
142,144,92
66,67,23
157,161,119
178,175,131
164,184,241
142,181,236
61,122,188
98,96,42
171,168,124
66,66,36
197,210,255
107,110,71
53,110,172
155,159,124
205,203,169
232,200,195
186,186,146
25,24,4
113,152,220
87,136,210
63,68,23
147,146,90
109,105,56
130,133,88
126,131,100
205,206,167
75,72,41
167,163,114
56,58,22
179,176,131
53,58,19
164,162,108
197,197,157
178,183,128
219,229,239
107,156,224
67,69,23
118,155,215
171,170,126
94,94,40
4,0,159
51,121,188
95,148,221
53,57,22
134,135,101
61,110,172
100,134,193
183,180,135
48,31,199
138,138,138
183,179,138
158,162,127
200,198,163
165,179,228
175,173,125
180,175,142
149,151,99
141,140,84
55,60,21
197,195,160
55,56,17
173,178,127
77,82,127
133,173,225
35,34,8
129,133,92
114,151,209
152,97,220
90,91,41
63,64,32
163,161,113
118,117,59
241,229,225
89,29,13
172,171,121
2,1,3
64,64,64
1,2,190
63,64,24
46,58,38
97,29,16
121,125,89
149,152,102
181,181,135
45,95,137
52,56,21
162,161,111
89,92,36
81,89,129
145,177,226
57,108,171
115,152,220
156,165,115
102,55,64
121,156,220
61,65,24
142,140,86
194,193,155
73,74,178
231,216,84
108,229,249
208,211,216
123,133,143
54,55,21
142,166,232
242,128,81
53,53,17
60,61,21
178,176,128
201,199,164
130,133,94
34,36,7
204,203,169
63,117,170
170,168,120
36,64,45
49,103,156
88,86,32
45,46,12
198,197,159
129,132,87
195,229,199
239,220,81
188,190,144
123,158,214
165,161,112
179,176,132
84,52,211
176,173,128
9,1,192
168,184,230
24,18,0
22,21,1
48,49,15
100,130,159
14,12,11
193,192,158
66,65,27
174,171,126
166,175,238
166,162,114
48,48,32
171,172,128
173,190,246
193,192,154
82,121,190
30,30,6
145,176,237
164,163,113
70,73,24
74,77,31
165,164,108
172,171,121
56,58,22
205,203,172
5,3,0
171,169,121
163,161,113
192,191,153
182,179,134
190,187,142
153,156,110
126,128,86
92,92,56
128,255,0
164,168,116
72,70,39
180,177,132
0,162,251
189,186,148
167,163,114
43,20,166
185,183,135
255,255,255
201,200,162
80,89,127
185,177,137
63,93,64
139,137,107
54,94,143
134,130,81
168,166,118
171,185,237
156,159,120
73,84,122
10,6,5
117,71,83
163,161,113
56,116,176
160,160,124
52,53,19
15,13,2
144,183,251
18,9,190
44,44,8
158,162,127
92,148,225
170,170,124
54,55,21
3,1,0
170,168,120
164,163,113
66,115,101
175,172,127
241,228,212
81,51,210
117,116,58
172,171,121
134,172,226
20,19,9
77,89,137
83,107,143
2,132,102
106,155,223
156,158,116
62,63,21
81,82,78
61,65,24
205,204,170
50,109,88
127,129,87
185,185,139
165,165,117
72,119,51
84,84,36
200,199,161
106,93,107
21,22,2
2,6,1
128,133,88
53,95,142
177,175,127
231,162,99
24,21,17
176,195,238
66,67,27
185,169,133
38,85,63
161,159,105
151,150,99
179,176,132
180,177,132
133,172,227
47,46,20
90,145,220
168,164,116
127,128,184
157,161,125
195,194,156
169,176,239
100,140,205
110,113,64
143,183,248
181,175,130
37,38,12
2,0,0
224,208,201
63,64,20
97,26,16
108,107,49
194,195,153
175,173,125
200,199,161
64,69,24
152,163,220
194,192,152
174,172,124
170,170,130
255,0,255
178,175,130
162,161,110
0,186,0
178,175,131
180,178,130
248,250,250
198,198,158
197,195,160
174,169,124
248,250,250
52,56,20
106,106,52
161,175,224
33,56,51
23,17,6
2,1,5
111,110,52
190,207,250
138,138,92
136,135,84
47,46,18
138,134,93
164,162,114
167,183,230
60,60,60
182,179,135
103,148,205
182,180,139
51,53,17
33,34,8
0,155,245
66,80,128
151,189,253
47,123,255
12,10,9
178,179,137
177,174,129
252,229,227
195,194,156
23,23,9
107,188,223
178,175,131
28,47,30
101,96,157
201,199,164
195,193,152
82,82,28
201,199,164
46,97,159
91,69,248
126,157,226
121,124,179
126,154,208
0,255,255
150,147,92
61,63,27
108,150,219
111,155,208
106,58,40
23,24,14
41,39,235
69,71,25
134,134,188
150,150,102
178,175,130
69,70,26
53,54,20
120,154,213
86,90,139
53,100,156
115,117,71
128,131,85
169,185,238
59,59,59
172,171,127
183,180,135
235,190,156
201,200,162
153,188,238
66,123,175
178,175,131
174,190,236
172,172,126
177,176,126
167,180,232
51,92,141
50,50,14
193,193,153
147,186,254
173,168,119
137,139,93
196,194,159
148,188,253
230,238,237
132,135,96
156,174,221
121,78,5
128,128,68
200,209,253
140,164,230
21,15,2
145,189,253
199,195,160
147,172,236
157,162,123
140,182,241
162,199,255
1,5,0
181,181,135
173,170,125
39,40,38
50,49,15
66,122,187
142,183,246
37,36,8
159,162,123
171,170,119
188,187,149
44,13,212
137,129,253
154,173,234
165,161,112
9,6,1
93,97,61
94,121,155
193,192,166
108,210,205
58,60,24
142,182,247
158,161,122
118,157,226
138,139,89
145,187,252
180,179,135
84,53,210
134,176,219
193,192,154
141,144,95
235,244,248
178,178,132
178,190,238
167,167,119
24,25,5
128,128,128
244,237,228
226,221,222
181,178,133
61,39,28
82,82,34
114,145,206
68,83,122
183,179,138
155,158,108
136,78,96
173,168,119
156,167,117
255,246,188
178,178,130
167,167,119
105,206,204
153,151,97
119,154,218
130,175,243
198,209,253
201,200,162
166,164,110
178,176,128
161,178,235
230,240,247
168,184,231
106,149,216
3,27,9
136,139,90
165,163,115
21,19,1
116,149,199
148,150,98
199,197,163
132,166,232
76,78,32
237,194,161
174,184,238
55,59,24
238,211,231
172,170,122
151,154,109
45,46,2
111,153,206
164,163,113
116,115,59
171,181,121
147,170,226
164,161,110
154,160,119
179,161,154
177,174,129
168,168,122
183,182,138
128,163,213
197,198,159
13,13,1
162,160,106
53,160,81
50,52,23
117,152,220
177,177,131
113,112,54
204,214,254
181,179,131
160,179,224
123,157,227
131,152,227
104,103,45
64,111,167
151,80,147
165,166,116
96,141,198
178,175,131
94,140,217
164,164,116
52,54,18
14,12,11
173,189,235
51,100,148
145,145,139
171,170,119
61,65,24
103,205,200
120,153,222
148,165,214
197,195,160
173,171,123
71,97,67
114,158,211
124,156,221
16,14,3
173,173,127
231,232,236
112,116,81
123,124,74
171,186,232
0,3,0
137,137,137
29,30,10
54,27,237
179,177,129
157,158,118
49,46,239
186,184,136
114,153,205
65,129,193
154,152,98
136,139,90
154,57,153
166,166,120
172,173,129
131,164,220
82,126,187
167,183,230
140,140,92
182,178,137
165,162,111
161,172,152
136,139,90
163,161,130
62,89,139
99,96,41
197,210,255
196,195,157
175,173,125
156,193,255
178,178,132
37,38,36
1,176,2
202,212,252
176,175,125
113,112,56
82,83,39
19,18,14
15,14,0
187,185,145
171,169,121
8,7,3
128,169,40
165,165,117
173,172,122
180,203,255
181,179,138
16,14,3
144,142,88
110,147,205
170,167,122
173,172,122
199,197,163
72,122,175
179,176,132
28,77,123
133,136,97
163,162,112
0,2,186
80,52,206
170,165,140
87,95,148
149,150,100
178,175,131
132,144,148
32,31,5
55,109,164
74,77,31
152,161,225
56,55,41
191,190,152
172,172,126
72,109,189
136,139,90
178,175,130
151,190,255
2,7,170
100,203,198
166,168,122
194,77,46
173,189,232
4,5,1
147,185,250
173,187,240
181,178,133
149,120,105
20,19,0
163,163,115
138,139,89
203,152,120
100,154,225
66,84,149
111,143,209
184,183,139
66,67,23
102,141,203
48,50,28
196,193,155
146,188,255
39,38,0
71,72,30
196,194,159
156,159,120
154,152,194
242,180,170
129,129,129
156,160,119
172,180,133
170,170,122
101,103,73
53,46,235
0,1,79
39,99,151
0,129,0
109,148,217
16,14,3
35,51,33
198,197,159
106,102,84
5,3,2
180,177,132
42,89,67
156,155,164
173,188,234
64,100,148
61,65,24
4,255,255
85,28,19
128,131,85
172,168,119
248,250,250
239,228,224
201,200,162
16,17,8
42,62,50
53,53,17
190,191,149
62,27,238
176,174,126
112,113,57
128,131,81
3,0,2
180,178,137
178,175,130
135,135,135
22,32,19
182,180,132
156,157,107
140,145,94
143,183,248
108,108,54
163,164,114
150,183,222
163,163,115
167,165,111
170,184,232
120,152,218
227,238,246
194,193,155
15,6,187
178,178,130
175,175,129
248,250,250
239,224,222
61,62,22
149,150,100
30,28,4
143,159,225
107,128,160
56,61,22
48,191,222
111,139,216
89,91,39
162,161,111
48,39,180
9,10,1
3,2,0
205,209,214
78,86,126
59,63,22
60,34,224
108,210,205
163,161,113
188,186,146
170,170,124
127,126,100
198,198,158
43,95,135
146,148,96
182,179,135
31,32,6
182,178,129
63,126,187
154,153,97
7,5,4
17,15,4
62,24,243
64,64,24
145,183,241
52,103,159
192,194,172
123,155,220
72,72,24
25,30,9
154,191,225
129,168,220
66,67,23
59,59,59
138,141,95
163,165,129
185,184,140
58,85,219
184,183,139
32,33,7
66,68,22
182,183,133
7,5,0
216,204,202
31,32,6
192,192,152
173,171,123
172,171,121
136,139,90
84,84,36
254,248,189
125,161,215
16,14,3
75,78,29
55,56,22
0,252,245
66,70,41
53,93,249
178,175,131
97,96,62
183,173,133
39,107,76
145,147,95
186,191,194
10,9,5
53,96,145
32,33,7
248,250,250
35,36,10
1,1,7
51,98,160
142,162,19
155,157,111
93,91,37
66,68,26
164,160,112
186,184,143
73,75,29
228,238,245
144,178,224
185,184,140
105,105,51
229,215,203
93,137,201
246,251,250
204,203,169
151,186,236
154,189,232
80,84,32
168,184,231
236,126,132
160,196,255
203,201,167
179,179,133
230,123,115
60,64,23
157,162,131
112,115,170
193,154,186
199,197,162
142,140,86
190,196,209
3,1,1
142,139,88
162,161,105
82,104,156
248,236,232
187,185,144
65,123,188
165,177,231
144,141,97
72,58,213
46,115,255
17,17,5
0,128,0
248,250,250
61,61,21
65,67,21
16,14,3
15,14,0
147,162,225
80,83,34
197,197,161
61,166,93
47,89,131
57,59,23
140,139,88
158,160,114
143,182,250
140,134,89
164,180,233
180,177,132
75,79,54
183,184,142
43,44,35
177,176,126
174,174,128
129,132,87
55,55,19
12,14,2
199,125,71
180,181,139
53,107,168
138,145,170
146,171,233
140,140,86
164,163,112
180,177,132
178,175,131
66,67,23
67,128,192
94,92,38
139,137,83
199,197,163
173,172,122
48,45,238
78,80,34
171,171,125
8,7,3
175,188,234
167,166,115
192,190,150
183,183,137
42,90,148
53,53,17
133,133,133
184,183,139
112,153,216
136,137,93
127,128,89
221,208,76
59,127,192
68,70,24
52,53,19
145,152,149
170,169,119
141,164,232
61,103,156
161,175,227
199,198,160
46,48,12
55,56,24
108,104,79
152,181,238
107,169,31
79,99,146
226,221,222
124,165,38
174,168,121
56,56,56
63,87,133
158,171,227
169,181,229
104,54,72
130,165,221
171,174,135
181,181,135
150,188,253
147,185,250
49,49,13
119,161,214
254,253,255
181,178,133
178,175,131
63,68,23
18,38,25
231,215,85
153,96,218
166,165,114
152,189,227
53,55,19
54,54,54
170,168,120
180,180,134
130,156,226
183,179,138
198,209,253
55,59,24
200,198,158
119,118,60
134,132,91
192,193,151
158,195,255
118,157,226
178,177,133
199,198,160
124,162,226
53,97,144
174,170,122
91,95,146
2,131,104
28,22,9
195,193,152
147,149,97
75,73,19
120,160,219
124,166,213
14,13,0
157,162,123
183,180,135
153,171,232
168,166,118
60,59,38
91,69,248
183,184,142
177,174,129
126,129,84
178,175,131
7,10,0
0,255,255
60,120,186
255,0,128
139,137,83
180,182,192
61,122,186
237,218,83
178,175,131
204,205,166
69,69,21
170,169,119
69,72,23
201,200,162
73,109,179
190,191,149
124,125,75
38,80,49
156,175,220
55,57,15
62,121,191
164,164,116
186,183,138
166,88,149
44,101,156
46,103,155
69,71,19
151,169,230
184,183,139
63,68,23
132,164,230
56,61,22
15,26,16
157,161,126
70,72,43
136,133,78
135,146,154
116,148,207
116,115,57
174,172,124
202,200,165
134,136,84
48,51,35
225,220,221
55,56,22
153,154,110
175,173,125
197,196,158
174,170,142
194,195,161
50,105,150
158,157,101
48,94,141
160,159,155
148,147,96
73,84,128
54,57,18
182,175,126
173,187,236
138,132,89
22,22,0
167,183,236
54,58,23
177,176,126
182,179,135
153,157,116
53,52,31
129,133,108
58,93,83
184,183,139
128,129,87
175,172,127
80,83,34
103,94,97
75,122,176
197,210,255
24,42,29
80,89,127
171,186,232
115,109,72
163,163,115
176,173,129
0,0,188
166,167,127
198,196,162
53,88,62
196,192,157
80,89,127
77,83,128
32,33,7
47,49,13
103,143,201
181,181,133
0,8,186
83,52,203
51,99,157
189,122,189
182,178,137
175,173,125
120,152,217
201,200,162
155,157,111
120,80,92
35,103,252
120,154,220
143,182,251
8,12,7
168,169,119
178,176,128
171,172,130
172,168,119
174,141,102
56,57,25
18,14,3
96,102,155
195,195,155
133,136,90
110,159,221
19,16,11
180,179,135
172,170,122
69,66,22
182,179,135
199,197,163
161,164,119
64,119,176
127,127,127
69,129,118
54,55,21
182,179,134
157,129,112
164,165,126
145,143,89
179,176,132
201,200,162
62,128,187
70,74,22
45,29,214
179,176,132
198,198,158
69,71,25
95,90,151
121,154,210
53,55,19
31,211,252
64,119,176
157,161,120
69,134,202
16,14,3
47,70,132
0,1,0
58,61,45
212,171,208
168,182,235
92,102,150
255,128,0
127,129,183
199,197,163
31,32,6
122,156,226
55,103,167
179,176,131
148,150,104
197,208,252
185,185,145
237,197,162
100,140,223
182,179,134
163,161,113
168,182,231
173,172,122
105,208,205
75,75,21
121,161,219
48,96,144
102,138,192
118,122,173
158,157,101
203,200,169
122,157,223
255,128,0
201,200,162
9,12,0
117,131,203
135,133,79
2,3,1
68,70,28
179,176,132
186,184,144
180,178,130
119,122,177
69,72,23
94,93,37
192,190,155
142,180,245
96,100,58
66,81,143
154,157,107
167,163,115
5,4,0
73,81,121
121,156,224
176,176,130
117,154,216
140,140,86
85,84,63
176,176,130
214,216,224
165,164,130
183,178,133
35,37,7
162,160,112
182,184,138
95,147,223
128,135,190
85,84,34
89,84,145
170,169,119
86,78,41
201,200,162
177,175,127
153,152,96
180,180,140
150,151,101
162,177,226
15,15,1
168,168,120
175,173,125
91,185,244
131,165,218
152,155,106
107,127,192
98,144,221
143,140,89
12,1,177
179,176,131
52,57,28
113,151,216
87,96,133
75,91,128
175,173,125
56,61,22
75,84,128
175,178,129
199,198,160
42,43,9
91,52,255
195,194,156
22,205,247
178,178,132
138,172,225
138,139,89
141,143,91
111,110,54
151,170,215
87,87,41
158,162,126
177,174,130
104,144,202
108,139,200
54,55,21
163,163,109
178,178,132
109,226,247
8,8,2
53,101,165
4,6,0
120,102,71
255,253,188
33,81,55
146,186,251
175,175,121
53,93,145
157,160,128
158,162,127
93,125,190
151,189,253
85,83,53
134,137,98
155,159,124
112,214,209
173,171,123
180,177,132
201,199,164
178,178,132
115,113,83
95,90,75
72,74,28
105,154,216
179,173,132
231,241,248
151,150,116
146,182,230
158,161,116
166,178,232
93,143,219
23,37,25
205,203,169
199,125,69
195,194,156
72,73,29
173,172,122
23,20,5
132,164,230
19,62,41
92,90,60
149,147,117
135,138,89
192,193,151
221,210,202
202,212,252
164,164,118
175,173,125
160,163,114
118,155,215
155,159,118
134,137,88
199,197,162
67,71,30
135,170,226
179,146,100
101,106,75
65,121,180
99,202,197
176,176,128
168,167,117
141,177,223
54,102,150
84,184,239
141,193,52
195,207,247
35,34,8
41,44,12
180,179,135
174,172,124
149,187,251
163,163,115
110,116,169
176,174,126
165,163,115
196,195,157
98,198,253
53,54,20
33,142,34
133,170,222
164,162,114
40,41,9
163,162,112
55,156,58
199,195,160
22,20,2
181,181,133
153,151,97
110,153,216
45,101,150
178,175,130
134,135,96
55,73,138
15,6,187
0,0,179
56,55,17
182,179,135
69,70,26
153,157,116
139,179,244
199,197,162
158,162,121
54,55,16
56,57,23
142,103,29
89,116,172
175,173,125
19,16,1
150,157,122
175,174,124
176,175,125
139,140,90
182,181,137
100,139,201
182,176,133
58,59,17
82,81,30
164,163,112
5,3,2
107,147,229
71,132,188
41,68,124
16,12,1
161,180,237
164,162,114
181,178,134
158,161,122
240,190,160
51,53,17
181,181,135
146,158,222
177,178,128
205,204,170
202,201,163
204,110,144
82,91,129
4,4,0
155,157,111
178,180,180
178,174,126
140,140,86
68,69,25
36,65,42
158,157,101
255,0,128
119,118,60
191,192,148
199,197,163
138,141,92
184,182,134
110,167,228
196,194,159
142,182,247
40,38,4
118,150,215
76,73,28
67,70,25
105,106,50
170,166,118
226,236,243
178,178,132
179,174,141
136,172,218
146,166,23
167,157,123
67,67,27
68,70,24
79,84,129
4,3,0
33,50,39
53,53,17
108,94,105
3,2,0
91,97,150
178,176,128
160,161,111
173,183,237
192,138,155
59,59,19
175,173,125
89,140,213
55,56,22
144,164,229
198,196,161
163,162,112
95,88,149
198,199,157
142,182,247
143,142,86
205,204,170
139,177,225
51,52,12
179,179,133
165,164,114
52,47,240
108,152,206
113,151,209
150,152,106
112,214,209
108,110,68
13,10,5
179,176,132
173,173,137
192,193,149
69,71,25
161,160,109
89,136,217
181,182,140
167,163,115
120,132,110
201,200,162
124,160,224
127,125,90
16,14,13
107,148,203
64,127,201
126,160,214
142,141,85
173,171,123
169,169,121
113,116,66
48,98,156
140,141,91
12,13,4
163,165,119
90,131,216
105,102,47
18,18,0
32,33,7
155,154,98
82,33,11
