r,g,b,cluster
0.127451,0.658858,1.389471,0
0.914530,0.775640,0.149153,0
0.914530,0.775640,0.162934,0
0.882404,0.708907,0.094028,0
0.239891,0.742274,1.761567,0
-0.788130,-0.392174,0.755531,0
0.223828,0.141684,-0.471006,0
-1.173638,-1.309742,-1.449479,1
-1.510957,-1.693452,-1.435698,1
-0.386559,-0.458906,-0.967133,1
-0.258057,0.291831,1.127626,0
0.368394,0.875738,1.678879,0
-0.017114,0.458662,1.251658,0
2.022865,1.659841,1.458378,0
0.978781,0.909104,0.190497,0
1.251850,1.342863,1.789130,0
1.267912,1.159350,0.617718,0
-0.659627,-0.642420,0.149153,1
0.850279,0.708907,0.094028,0
-1.478832,-1.576671,-1.297885,1
1.026970,0.892421,0.342092,0
1.075158,0.992519,0.397217,0
-1.237889,-1.343108,-1.545949,1
1.862237,0.792323,0.755531,0
0.850279,0.758957,0.121590,0
-2.008905,2.043551,1.816692,0
-1.157575,-0.659103,0.245622,1
0.850279,0.692224,0.025121,0
0.753902,0.608809,0.011340,0
-0.723879,-0.775884,-1.242760,1
-0.225931,0.592126,1.458378,0
-1.559146,1.326180,1.472159,0
-1.141512,-0.175294,0.907125,0
0.368394,0.592126,1.265440,0
0.866342,0.742274,0.080247,0
2.087117,2.043551,1.816692,0
-1.221826,-0.258710,0.838219,1
-0.225931,1.593109,1.734004,0
0.737839,0.625492,-0.043785,0
0.882404,0.758957,0.190497,0
0.031074,-0.041830,0.852000,0
0.063200,-0.041830,-0.374537,0
-1.125449,-1.226326,-1.366792,1
0.673588,0.925787,1.417034,0
0.175640,0.074951,-0.346974,0
0.641462,0.525394,-0.126473,0
-2.008905,-0.075196,-1.697543,1
1.171535,1.092618,0.479905,0
-1.462769,-0.458906,-0.526131,1
-1.077261,-0.242026,0.755531,0
1.235787,1.125984,0.576374,0
0.769965,0.675541,0.052684,0
-1.270015,-0.542321,0.410998,1
0.577211,0.542077,0.094028,0
0.593274,0.475345,-0.167817,0
-0.290182,-0.442223,-1.036040,1
0.320205,0.241782,-0.250505,0
0.352331,0.191733,-0.415881,0
0.818153,0.692224,0.038903,0
-1.992842,-2.160577,-1.642418,1
-0.241994,-0.342125,-0.553694,1
0.914530,0.775640,0.162934,0
0.175640,0.692224,1.361909,0
-1.960717,-2.077162,-1.697543,1
-1.896465,-2.193943,0.865781,1
-0.290182,-1.927015,-0.319412,1
-0.129554,-0.058513,0.879563,0
0.978781,0.859055,0.273185,0
-1.029072,-1.159594,-1.463261,1
0.593274,0.558760,0.011340,0
0.352331,0.592126,1.472159,0
0.914530,0.742274,0.286966,0
0.416582,0.291831,-0.333193,0
-1.382455,-1.593354,-1.325448,1
-1.125449,-1.276376,-1.366792,1
0.047137,0.542077,1.348127,0
0.223828,0.091635,-0.595038,0
-0.804193,-0.792567,0.025121,1
-1.013010,-1.443206,1.072501,1
1.171535,1.092618,0.479905,0
-1.687649,-1.927015,-1.669980,1
-1.575209,-1.826916,-1.628637,1
-1.141512,-1.293059,-1.408135,1
0.786027,0.208416,-0.402099,0
-0.258057,0.241782,1.210314,0
0.464771,0.909104,1.816692,0
1.203661,1.092618,0.548811,0
0.368394,0.909104,1.816692,0
0.818153,0.708907,0.025121,0
0.207766,0.125001,-0.264286,0
0.143514,0.658858,1.334346,0
-1.013010,-1.159594,-1.297885,1
0.882404,0.692224,0.080247,0
0.223828,0.158367,-0.415881,0
-0.627502,-0.725835,-1.146291,1
1.717672,-0.325442,-0.346974,0
-0.370496,0.208416,1.086283,0
0.304143,-0.559004,1.003595,0
-0.145617,0.375246,1.389471,0
0.914530,0.792323,0.121590,0
0.914530,0.758957,0.190497,0
0.352331,0.925787,1.761567,0
0.255954,0.191733,-0.333193,0
0.384457,0.592126,1.816692,0
0.625399,0.525394,-0.098911,0
-1.061198,-0.141928,0.025121,1
1.171535,1.109301,0.466123,0
0.673588,0.508711,-0.112692,0
0.207766,0.291831,0.452342,0
-1.751900,-1.559987,-1.463261,1
1.894363,1.593109,1.403253,0
-0.772067,-1.393157,1.168970,1
0.432645,0.959153,1.802911,0
-1.109387,-1.243010,-1.394354,1
-1.093324,-1.226326,-1.380573,1
1.155473,1.042568,0.521249,0
-0.948758,-1.126228,-1.325448,1
0.609336,0.492028,-0.167817,0
0.769965,0.658858,-0.016223,0
0.047137,-0.025147,-0.333193,0
0.802090,0.658858,0.052684,0
0.657525,1.276131,0.590155,0
0.737839,0.608809,-0.030004,0
0.416582,0.391929,-0.167817,0
-0.820256,-0.926032,-1.311666,1
0.063200,0.008219,-0.360756,0
0.802090,0.658858,0.052684,0
-0.097428,0.608809,1.458378,0
0.641462,0.508711,-0.112692,0
-1.093324,-0.492272,0.466123,1
0.577211,0.558760,0.149153,0
0.448708,0.358563,-0.264286,0
0.834216,0.692224,0.094028,0
-0.932695,-1.059496,-1.008477,1
-1.767963,-1.960381,-1.683762,1
-0.193805,0.341880,1.141408,0
0.368394,0.425296,1.361909,0
0.802090,0.725590,0.038903,0
1.203661,1.092618,0.548811,0
0.753902,0.608809,0.011340,0
-0.996947,-1.142911,-1.421917,1
0.272017,0.575443,1.458378,0
-0.354434,0.141684,1.044939,0
0.866342,0.742274,0.080247,0
-0.466873,-0.725835,-1.146291,1
-1.591272,-1.943698,0.094028,1
0.673588,0.575443,-0.057567,0
-1.157575,-0.425540,0.645280,1
-1.157575,-1.309742,-1.421917,1
-1.687649,-1.927015,-1.656199,1
-0.306245,0.325197,1.375690,0
1.155473,1.042568,0.507467,0
-0.675690,-0.642420,0.121590,1
0.545085,0.725590,1.513503,0
0.512959,0.508711,1.444597,0
-0.209868,0.341880,1.265440,0
-0.049240,0.341880,1.361909,0
0.737839,0.625492,-0.057567,0
-0.033177,-0.525638,-0.471006,1
-0.129554,0.441979,1.224096,0
-0.531125,-1.676769,-1.421917,1
-0.033177,0.525394,1.430815,0
0.769965,0.658858,-0.016223,0
-1.013010,-1.226326,-1.311666,1
-0.595376,-0.659103,-1.173853,1
1.059096,0.992519,0.369654,0
0.834216,0.692224,0.080247,0
-1.125449,-1.209643,-1.408135,1
0.239891,0.091635,-0.539913,0
-1.302141,-1.459889,-1.104947,1
0.769965,0.658858,-0.016223,0
-1.494895,-1.660086,-1.601074,1
0.705713,0.792323,1.499722,0
0.336268,0.909104,1.747786,0
0.609336,0.492028,-0.154036,0
0.239891,0.108318,-0.484787,0
0.015012,-0.909349,-0.374537,1
-0.113491,0.475345,1.196533,0
1.267912,1.342863,1.816692,0
-0.932695,-1.026130,-1.284104,1
-0.691753,-0.191977,0.920907,0
-1.029072,-1.176277,-1.421917,1
0.882404,0.792323,0.149153,0
-0.756004,-0.909349,0.672843,1
1.187598,1.309497,1.789130,0
-1.318203,-1.476572,-1.215197,1
0.127451,0.708907,1.361909,0
0.866342,0.775640,0.135372,0
0.721776,0.809006,1.403253,0
-0.209868,0.308514,1.237877,0
-0.113491,0.375246,1.265440,0
-0.001051,-0.108562,-0.498569,0
1.171535,1.092618,0.479905,0
-0.691753,-0.292076,0.893344,0
-0.547188,0.125001,1.279221,0
-0.498999,0.091635,1.265440,0
-1.880402,-2.060479,-1.697543,1
0.914530,0.775640,0.162934,0
0.223828,0.091635,-0.595038,0
0.705713,0.575443,-0.057567,0
-1.350329,0.458662,-0.526131,1
-1.591272,-1.910332,0.259404,1
0.866342,0.725590,0.121590,0
0.898467,0.809006,0.135372,0
-1.045135,-1.192960,-1.435698,1
0.336268,0.892421,1.761567,0
1.396415,1.626475,1.072501,0
-0.980884,-1.126228,-1.353010,1
-2.008905,-2.210626,0.769312,1
0.721776,0.892421,1.596191,0
0.480834,0.725590,-1.380573,0
0.336268,0.175050,-0.346974,0
0.047137,0.458662,1.320565,0
0.529022,0.358563,-0.236724,0
0.737839,0.625492,-0.043785,0
1.075158,0.992519,0.397217,0
0.239891,0.125001,-0.512350,0
0.946656,0.809006,0.176716,0
1.958614,1.943453,1.734004,0
0.914530,0.792323,0.121590,0
-0.916633,-0.492272,0.631499,1
0.063200,-0.008464,-0.498569,0
0.304143,0.859055,1.734004,0
-1.141512,-0.659103,0.190497,1
0.239891,0.175050,-0.402099,0
-1.575209,-1.760184,-1.408135,1
-1.013010,-0.108562,0.934688,0
-0.081365,0.308514,1.334346,0
0.850279,0.708907,0.107809,0
0.175640,0.058268,0.920907,0
-0.049240,-0.175294,-0.016223,0
-0.788130,-0.725835,0.052684,1
0.818153,0.058268,-1.146291,0
0.834216,0.692224,0.080247,0
0.111389,0.041585,-0.457225,0
-0.274119,1.292814,1.127626,0
0.512959,1.042568,1.789130,0
0.336268,0.441979,1.348127,0
0.850279,0.725590,0.066465,0
-1.944654,-2.210626,0.907125,1
0.239891,-0.275393,-0.346974,0
0.079263,0.008219,-0.539913,0
-1.013010,-1.176277,-1.394354,1
0.368394,0.308514,-0.291849,0
1.219724,1.125984,0.535030,0
-1.366392,-0.642420,0.328310,1
0.127451,0.058268,-0.181598,0
0.641462,0.558760,-0.098911,0
-1.157575,-1.259693,-1.394354,1
0.496897,0.391929,-0.209161,0
0.769965,0.658858,-0.016223,0
-0.354434,0.091635,1.086283,0
0.448708,0.592126,1.485941,0
0.095326,0.024902,-0.388318,0
-1.205764,-1.376474,-1.559730,1
-1.286078,-0.442223,-0.622601,1
0.641462,0.475345,-0.154036,0
-0.547188,-0.709152,-1.160072,1
0.095326,-0.842616,-0.346974,1
-1.189701,-1.343108,-1.449479,1
1.797986,1.075935,0.535030,0
0.962719,0.842372,0.273185,0
1.348227,-0.508955,-0.030004,0
0.095326,-0.041830,-0.374537,0
-1.141512,-1.243010,-1.463261,1
0.753902,0.625492,-0.016223,0
1.862237,1.543060,1.320565,0
-0.964821,-1.092862,-1.408135,1
-0.193805,0.258465,1.348127,0
-1.141512,-1.226326,-1.421917,1
-0.161680,-0.308759,-0.925789,1
-0.065303,-0.175294,-0.870664,1
-1.735837,-2.077162,0.907125,1
-0.996947,-1.159594,-1.380573,1
0.448708,0.975836,1.816692,0
-1.462769,-1.610037,-1.366792,1
0.769965,0.642175,0.094028,0
1.974677,1.960136,1.747786,0
-0.611439,-0.759201,-1.160072,1
2.087117,1.976819,0.838219,0
-1.221826,-1.376474,-1.545949,1
-0.964821,-1.076179,-1.063603,1
0.191703,0.125001,-0.443443,0
1.026970,0.959153,0.314529,0
0.737839,0.642175,0.025121,0
-0.402622,-0.575687,-1.091165,1
-0.804193,-0.709152,0.080247,1
-1.430643,-1.660086,-1.532167,1
-0.916633,-1.042813,-1.366792,1
0.657525,0.758957,-0.043785,0
-1.077261,-0.275393,0.796875,0
-1.141512,-0.642420,0.259404,1
-1.221826,-1.426523,-1.160072,1
0.512959,0.475345,0.038903,0
1.235787,1.125984,0.576374,0
-0.884507,-0.892665,-0.016223,1
-1.671586,-0.575687,-0.636382,1
0.673588,0.809006,1.472159,0
0.448708,0.975836,1.816692,0
0.577211,0.525394,-0.195380,0
1.010907,0.909104,0.273185,0
-1.237889,-0.542321,0.507467,1
-1.976779,-2.143894,-1.697543,1
-0.756004,0.842372,1.527285,0
0.561148,0.408613,-0.057567,0
-0.065303,0.141684,1.816692,0
1.187598,1.075935,0.535030,0
0.031074,0.375246,-0.939571,0
-1.125449,-1.293059,-1.435698,1
2.087117,2.043551,1.802911,0
1.283975,1.192716,0.645280,0
0.753902,0.592126,-0.043785,0
0.416582,0.291831,-0.333193,0
-0.065303,-0.225343,-0.484787,0
-0.113491,0.341880,1.348127,0
0.496897,1.059251,1.816692,0
0.946656,0.809006,0.190497,0
-0.177742,-0.308759,-0.953352,1
0.255954,0.141684,-0.388318,0
-0.932695,-0.091879,0.879563,0
1.235787,1.125984,0.576374,0
0.111389,0.041585,-0.471006,0
0.577211,0.475345,-0.222942,0
0.882404,0.758957,0.094028,0
0.031074,0.525394,1.251658,0
0.545085,0.492028,-0.002441,0
0.914530,0.842372,0.245622,0
-0.017114,-0.158611,-0.801758,1
0.914530,0.775640,0.162934,0
0.047137,-0.075196,0.066465,0
0.239891,0.175050,-0.415881,0
-1.286078,-0.625737,0.410998,1
-0.001051,-0.191977,-0.043785,0
0.850279,0.725590,-0.016223,0
0.175640,0.024902,-0.595038,0
0.866342,0.742274,0.259404,0
-0.386559,0.225099,1.334346,0
0.111389,0.074951,-0.346974,0
1.010907,0.942470,0.328310,0
-1.334266,-1.209643,-1.049821,1
0.577211,0.542077,-0.002441,0
0.786027,0.675541,-0.002441,0
1.203661,1.092618,0.548811,0
0.609336,0.525394,-0.126473,0
0.914530,0.792323,0.121590,0
1.010907,0.825689,0.245622,0
1.332164,1.042568,0.796875,0
0.416582,0.358563,-0.195380,0
-0.996947,-1.076179,-1.380573,1
-0.322308,-0.442223,-1.008477,1
-0.322308,-0.392174,0.535030,0
1.235787,1.142667,0.548811,0
0.737839,0.658858,0.094028,0
0.930593,0.842372,0.190497,0
-1.125449,-1.276376,-1.394354,1
0.095326,0.492028,1.485941,0
-1.173638,-1.276376,-1.408135,1
-0.129554,-0.408857,-0.719070,1
0.529022,0.391929,-0.291849,0
1.059096,0.959153,0.397217,0
-1.221826,-1.359791,-1.394354,1
1.091221,0.975836,0.452342,0
1.123347,1.009202,0.397217,0
-1.944654,-2.143894,-1.642418,1
0.159577,0.074951,-0.305630,0
1.155473,1.059251,0.479905,0
0.786027,0.658858,0.011340,0
1.107284,0.992519,0.383435,0
1.171535,1.092618,0.479905,0
-1.173638,-1.343108,-0.980915,1
-1.141512,-0.442223,0.590155,1
2.087117,1.960136,0.907125,0
-1.173638,-1.276376,-1.408135,1
1.155473,1.092618,0.590155,0
1.187598,1.042568,0.507467,0
0.609336,0.475345,-0.222942,0
0.609336,0.492028,-0.154036,0
-0.434748,-0.625737,-1.146291,1
0.400520,0.909104,1.816692,0
-0.772067,-0.909349,-1.228978,1
-1.253952,-1.293059,-1.449479,1
1.091221,0.992519,0.424779,0
-1.446706,-1.576671,-1.614855,1
1.123347,0.525394,0.273185,0
-0.611439,-0.759201,-0.994696,1
0.496897,0.692224,1.596191,0
0.577211,0.542077,0.011340,0
0.432645,0.308514,-0.305630,0
-0.466873,1.109301,0.976032,0
1.075158,0.959153,0.438561,0
-1.478832,-1.643403,-1.587293,1
-1.366392,-0.926032,-0.994696,1
-0.290182,-0.375491,-0.622601,1
0.737839,0.642175,0.162934,0
0.834216,0.708907,0.052684,0
-1.045135,-1.209643,-1.421917,1
0.480834,1.009202,1.816692,0
-1.671586,-1.910332,-1.656199,1
-1.061198,-0.525638,0.314529,1
-1.157575,-1.259693,-1.408135,1
-1.141512,-0.659103,0.204278,1
-0.739941,-0.875982,-1.284104,1
-0.241994,-0.742518,-0.154036,1
1.733735,-0.308759,-0.333193,0
-1.960717,-2.143894,-1.697543,1
0.882404,0.792323,0.149153,0
0.512959,0.708907,1.554847,0
0.898467,0.758957,0.135372,0
0.272017,-0.542321,-1.242760,1
-0.161680,-0.308759,-0.925789,1
0.272017,0.775640,1.485941,0
-1.125449,-1.276376,-1.394354,1
-1.800088,-1.993747,-1.683762,1
-0.370496,-0.592371,0.479905,0
0.416582,0.942470,1.802911,0
-0.691753,-1.343108,1.210314,1
1.187598,1.092618,0.507467,0
0.802090,0.675541,0.025121,0
0.015012,0.492028,1.417034,0
-1.173638,-1.343108,-0.980915,1
0.625399,0.508711,-0.140255,0
0.336268,0.441979,1.430815,0
0.079263,0.492028,1.444597,0
0.882404,0.775640,0.162934,0
-0.065303,0.391929,1.334346,0
0.545085,0.758957,1.375690,0
0.769965,0.625492,0.025121,0
0.802090,0.675541,0.025121,0
-0.788130,-0.709152,0.204278,1
-0.836318,-0.041830,0.948469,0
-0.306245,-0.191977,-0.402099,1
-1.093324,-0.742518,0.245622,1
0.898467,0.758957,0.135372,0
0.191703,0.108318,-0.498569,0
0.063200,-0.008464,0.094028,0
-1.077261,-1.176277,-1.408135,1
0.882404,0.775640,0.162934,0
0.914530,0.758957,0.190497,0
-1.157575,-1.259693,-1.394354,1
1.187598,-0.575687,-0.043785,0
0.786027,1.309497,0.686624,0
0.496897,0.408613,-0.222942,0
-1.623397,-1.293059,-1.036040,1
1.235787,1.125984,0.576374,0
2.071054,1.976819,0.741750,0
0.496897,0.658858,1.320565,0
-0.948758,-1.092862,-1.380573,1
1.155473,1.042568,0.507467,0
-0.065303,0.225099,0.590155,0
-0.450811,0.308514,1.361909,0
0.769965,0.658858,-0.016223,0
-0.884507,0.041585,1.100064,0
0.047137,-0.041830,-0.484787,0
-0.611439,-0.842616,-1.242760,1
0.063200,0.492028,1.403253,0
-0.386559,-0.225343,1.499722,0
0.753902,0.592126,-0.043785,0
1.589169,1.593109,1.361909,0
0.786027,0.658858,0.011340,0
-0.418685,0.058268,0.865781,0
-1.880402,-2.010430,-1.697543,1
-1.045135,-0.292076,0.727968,0
-0.033177,0.391929,1.403253,0
1.300038,-0.525638,-0.154036,0
-1.944654,-2.143894,-1.697543,1
-1.093324,-1.643403,1.334346,1
-0.113491,0.291831,1.182752,0
0.609336,1.726574,1.444597,0
-0.081365,-0.075196,-0.443443,0
-1.928591,-2.110528,-1.669980,1
-1.976779,-2.193943,-1.697543,1
0.593274,0.825689,1.472159,0
-0.306245,0.225099,1.044939,0
0.432645,-0.008464,-0.305630,0
0.561148,0.508711,-0.071348,0
-1.896465,-2.027113,-1.628637,1
-1.575209,-1.960381,0.383435,1
-1.992842,-1.026130,0.245622,1
-1.446706,-1.593354,-1.601074,1
0.946656,0.825689,0.245622,0
0.802090,0.708907,0.080247,0
-0.434748,-1.710135,-1.463261,1
-0.900570,-1.026130,-1.353010,1
-0.836318,-0.742518,0.052684,1
1.219724,1.125984,0.535030,0
-1.816151,-1.910332,-1.601074,1
0.641462,0.508711,-0.112692,0
0.850279,0.742274,0.218060,0
-1.141512,-1.259693,-1.449479,1
0.866342,0.742274,0.080247,0
-0.338371,0.275148,1.141408,0
-1.045135,-1.176277,-1.339229,1
-1.494895,-1.660086,-1.601074,1
0.882404,0.775640,0.162934,0
-1.944654,-2.210626,-0.705288,1
1.059096,0.942470,0.342092,0
-1.655523,-1.910332,-1.697543,1
0.930593,0.792323,0.162934,0
0.015012,-0.025147,0.865781,0
1.155473,1.059251,0.479905,0
-1.414580,-1.409840,-1.173853,1
0.978781,0.909104,0.300748,0
0.400520,0.341880,-0.222942,0
2.087117,2.043551,0.066465,0
-0.450811,-0.058513,0.810656,0
-0.948758,-1.109545,-1.421917,1
0.400520,0.341880,-0.222942,0
1.300038,1.209399,0.659062,0
-2.008905,-0.075196,-1.697543,1
-1.510957,-2.210626,0.135372,1
0.769965,0.658858,-0.016223,0
0.818153,0.708907,0.852000,0
-0.145617,0.341880,1.265440,0
-1.253952,-0.242026,0.810656,1
2.087117,-2.210626,-1.697543,1
0.239891,0.792323,1.775348,0
1.701609,1.376229,1.168970,0
-0.980884,-1.126228,-1.380573,1
-0.306245,0.158367,1.141408,0
-0.900570,-1.042813,-1.339229,1
-0.241994,-0.208660,1.582410,0
0.641462,0.525394,-0.126473,0
-0.868444,-0.191977,0.879563,0
-0.498999,-0.592371,-1.132509,1
-0.065303,-0.141928,-0.663944,0
-0.145617,-0.292076,-0.912008,1
0.737839,0.542077,-0.043785,0
-0.129554,0.325197,1.279221,0
-1.960717,-2.110528,-1.697543,1
0.207766,0.074951,-0.581257,0
-1.543083,-0.992764,-1.118728,1
0.223828,0.108318,-0.443443,0
-0.065303,0.441979,1.237877,0
-1.221826,-1.393157,-1.518386,1
0.432645,0.975836,1.816692,0
-1.816151,-2.110528,-1.697543,1
0.753902,0.625492,0.218060,0
-0.418685,-0.041830,0.934688,0
0.416582,0.325197,-0.291849,0
0.416582,0.825689,1.678879,0
-1.607334,-1.793550,-1.573511,1
-0.065303,0.375246,1.348127,0
1.203661,1.092618,0.548811,0
0.850279,0.708907,0.107809,0
-1.302141,-1.459889,-1.104947,1
0.850279,0.708907,0.107809,0
-1.109387,-1.192960,-1.394354,1
0.802090,0.675541,0.025121,0
-0.723879,-0.692469,0.080247,1
-0.145617,-0.292076,-0.884446,1
0.802090,0.692224,0.011340,0
0.641462,0.575443,-0.030004,0
-0.129554,-0.208660,-0.071348,0
0.641462,0.508711,-0.112692,0
1.203661,-0.141928,-0.719070,0
-0.836318,-0.942715,-1.325448,1
-1.061198,-1.192960,-1.435698,1
0.207766,0.108318,-0.471006,0
-1.173638,-1.326425,-1.435698,1
-1.864340,-2.093845,-1.697543,1
0.850279,0.725590,0.066465,0
-1.029072,-1.176277,-1.394354,1
0.545085,0.508711,-0.016223,0
0.529022,0.358563,-0.250505,0
0.400520,0.959153,1.816692,0
0.625399,0.492028,-0.126473,0
-0.884507,-0.725835,0.052684,1
-0.627502,-0.875982,-1.160072,1
-0.515062,-0.675786,-1.201416,1
-0.547188,-0.191977,0.865781,0
-1.173638,-0.909349,0.121590,1
0.930593,0.792323,0.176716,0
-0.788130,-0.258710,1.003595,0
-0.290182,0.391929,1.389471,0
0.368394,0.291831,-0.043785,0
0.288080,0.859055,1.706442,0
0.031074,-0.075196,-0.484787,0
1.219724,1.125984,0.535030,0
0.769965,0.575443,-0.126473,0
-1.446706,-1.610037,-1.228978,1
-1.029072,-1.176277,-1.421917,1
0.914530,0.792323,0.121590,0
-0.097428,-0.225343,-0.884446,1
1.283975,1.192716,0.645280,0
-0.820256,-0.942715,-1.228978,1
1.653420,-0.191977,0.190497,0
0.657525,0.558760,-0.071348,0
0.047137,-0.008464,-0.374537,0
-1.334266,-1.493255,-1.545949,1
0.866342,0.792323,0.204278,0
-0.691753,-0.625737,0.135372,1
0.609336,0.492028,-0.154036,0
0.127451,0.708907,1.306784,0
-1.687649,-1.927015,-1.669980,1
2.087117,-0.075196,-1.697543,0
-0.033177,0.558760,1.375690,0
-1.157575,-1.192960,-1.421917,1
0.818153,0.692224,0.038903,0
-0.113491,0.425296,1.279221,0
0.432645,0.942470,1.430815,0
1.139410,1.042568,0.466123,0
1.573106,1.276131,1.210314,0
-1.013010,-1.226326,-1.504605,1
0.529022,0.492028,0.038903,0
0.898467,0.809006,0.135372,0
0.802090,0.925787,1.665098,0
1.123347,1.025885,0.452342,0
0.320205,0.575443,1.499722,0
0.673588,0.809006,1.513503,0
-1.992842,0.108318,-0.209161,1
-0.916633,-1.059496,-1.353010,1
-1.237889,-1.376474,-1.504605,1
0.047137,-0.892665,-0.498569,1
0.978781,0.859055,0.286966,0
0.111389,0.074951,-0.512350,0
0.802090,0.675541,0.025121,0
0.127451,0.608809,1.375690,0
1.107284,1.009202,0.438561,0
0.978781,0.875738,0.245622,0
-0.097428,-0.242026,-0.760414,1
0.496897,0.658858,1.403253,0
1.171535,1.309497,1.816692,0
-0.531125,-1.726818,-1.490823,1
0.288080,0.191733,-0.264286,0
-1.157575,-1.259693,-1.394354,1
1.026970,0.909104,0.314529,0
0.914530,0.775640,0.162934,0
0.802090,0.959153,1.554847,0
0.593274,0.558760,0.107809,0
-1.478832,-1.643403,-1.587293,1
-1.093324,-1.226326,-1.380573,1
0.737839,0.625492,-0.057567,0
1.267912,1.176033,0.631499,0
-1.864340,-2.093845,-1.601074,1
-1.944654,-2.193943,-1.697543,1
-0.739941,-0.842616,-1.256541,1
0.609336,0.575443,0.121590,0
1.524918,0.775640,1.279221,0
0.625399,0.608809,-0.126473,0
-1.061198,-0.208660,0.865781,0
0.866342,0.725590,0.121590,0
-1.527020,-1.443206,-1.380573,1
0.223828,0.074951,-0.553694,0
1.846174,1.209399,0.672843,0
-1.928591,-2.160577,-1.656199,1
0.753902,0.642175,-0.030004,0
1.235787,1.309497,1.802911,0
0.625399,0.492028,-0.126473,0
0.095326,0.642175,1.375690,0
0.898467,0.542077,-0.002441,0
-1.510957,-1.676769,-1.614855,1
0.175640,0.108318,-0.457225,0
0.496897,0.408613,0.190497,0
-1.784026,-1.993747,-1.573511,1
-0.836318,-0.926032,-1.215197,1
0.978781,0.892421,0.314529,0
0.850279,0.758957,0.094028,0
-1.029072,-0.525638,0.410998,1
-0.065303,0.458662,1.224096,0
0.609336,0.475345,-0.140255,0
-1.141512,-1.243010,-1.463261,1
-1.045135,-1.159594,-1.366792,1
0.818153,0.775640,0.094028,0
-0.964821,-1.042813,-1.022259,1
-1.157575,-1.259693,-1.394354,1
0.320205,0.542077,1.472159,0
-1.109387,-1.176277,-1.160072,1
-0.996947,-1.076179,-1.380573,1
-0.258057,1.593109,1.802911,0
0.914530,0.742274,0.204278,0
-0.017114,0.408613,1.334346,0
0.930593,0.809006,0.135372,0
0.304143,0.175050,-0.498569,0
0.352331,0.275148,0.052684,0
0.609336,0.492028,-0.154036,0
0.239891,0.125001,-0.512350,0
-1.253952,-1.409840,-1.477042,1
0.480834,0.391929,-0.236724,0
-1.141512,-1.409840,1.568629,1
0.255954,0.141684,-0.498569,0
-2.008905,-0.075196,-1.697543,1
0.834216,0.692224,0.080247,0
-1.093324,-1.226326,-1.380573,1
0.111389,0.024902,-0.429662,0
-1.751900,-1.943698,-1.559730,1
-0.434748,-1.159594,-1.697543,1
0.882404,0.775640,0.162934,0
0.850279,0.758957,0.121590,0
0.384457,0.842372,1.568629,0
-1.141512,-1.293059,-1.408135,1
0.994844,0.892421,0.259404,0
-0.820256,-0.825933,0.052684,1
0.609336,0.592126,0.176716,0
2.087117,2.010185,1.816692,0
0.641462,0.475345,-0.140255,0
-0.820256,-0.942715,-0.912008,1
0.031074,0.458662,1.458378,0
0.480834,0.992519,1.802911,0
-0.675690,-1.393157,1.196533,1
0.577211,0.341880,0.410998,0
0.802090,0.725590,0.149153,0
0.962719,0.875738,0.218060,0
-1.992842,-0.091879,-1.683762,1
0.721776,0.558760,-0.085129,0
-0.772067,-0.225343,0.672843,0
0.850279,0.775640,0.190497,0
1.203661,1.092618,0.562593,0
0.223828,0.158367,-0.415881,0
0.047137,-0.008464,-0.374537,0
0.464771,0.425296,-0.236724,0
-1.960717,-2.177260,-1.697543,1
-1.944654,-2.143894,-1.697543,1
0.737839,0.625492,-0.043785,0
-1.527020,-1.760184,-1.614855,1
-2.008905,-2.160577,1.044939,1
0.063200,0.041585,-0.319412,0
-0.466873,-0.058513,0.769312,0
1.059096,0.942470,0.342092,0
0.609336,0.475345,-0.222942,0
0.641462,0.608809,0.052684,0
-0.145617,-0.158611,-0.098911,0
-0.065303,-0.208660,-0.843102,1
-1.800088,-2.027113,-1.656199,1
0.898467,0.758957,0.135372,0
0.914530,0.775640,0.162934,0
1.155473,1.042568,0.507467,0
-1.462769,-1.960381,1.499722,1
-0.306245,-0.408857,-0.787976,1
1.283975,0.992519,0.755531,0
-1.013010,-1.176277,-1.394354,1
-0.659627,-0.792567,-0.967133,1
-1.045135,-1.876965,1.596191,1
0.721776,0.625492,-0.016223,0
1.107284,1.009202,0.438561,0
-0.948758,-1.076179,-1.394354,1
0.946656,0.859055,0.286966,0
0.930593,0.809006,0.383435,0
0.175640,0.492028,1.499722,0
-0.338371,-0.492272,-1.049821,1
0.223828,0.558760,1.472159,0
0.223828,0.859055,1.775348,0
1.219724,1.125984,0.535030,0
-0.900570,-1.026130,-1.353010,1
0.802090,0.658858,0.052684,0
-0.964821,-1.109545,-1.339229,1
1.171535,1.059251,0.521249,0
-0.418685,0.225099,1.334346,0
-0.193805,-0.325442,-0.774195,1
-1.527020,-1.760184,-1.697543,1
0.930593,0.792323,0.162934,0
1.187598,1.075935,0.535030,0
2.087117,-2.210626,0.066465,0
0.689650,0.859055,1.485941,0
-0.225931,1.659841,1.761567,0
0.882404,0.775640,0.162934,0
-0.241994,0.241782,1.127626,0
0.914530,0.758957,0.190497,0
0.545085,0.508711,0.066465,0
0.384457,0.942470,1.802911,0
1.219724,1.109301,0.562593,0
0.464771,0.942470,1.375690,0
-1.800088,-2.027113,-1.697543,1
0.673588,0.525394,-0.140255,0
-0.370496,0.041585,0.934688,0
