r,g,b
39,171,34
184,183,139
142,143,81
114,216,211
64,126,190
233,220,218
47,79,32
44,164,83
172,171,121
5,6,0
178,71,90
105,133,164
0,2,6
150,191,254
172,171,120
25,92,83
83,183,238
51,52,13
184,184,138
255,255,255
132,141,90
142,140,86
113,146,215
171,169,121
134,167,217
200,198,163
33,34,8
14,13,0
197,195,160
135,143,90
124,42,41
112,138,198
198,196,161
79,82,33
192,191,153
83,83,37
227,206,204
166,165,115
254,231,229
198,198,158
146,147,97
199,197,162
172,171,121
183,181,133
178,175,131
161,158,107
55,60,21
61,62,23
116,153,211
33,35,6
17,138,23
201,201,171
165,165,119
98,138,203
198,195,164
200,207,255
244,249,250
110,218,242
201,199,164
111,146,202
176,177,127
65,67,25
120,119,81
43,41,237
43,90,142
238,202,166
195,193,158
143,160,223
172,171,121
239,228,214
72,72,24
15,15,9
59,63,22
155,159,124
163,162,112
136,139,90
50,53,38
16,14,3
144,143,87
120,150,207
178,143,140
174,173,122
53,53,17
60,61,21
56,61,22
2,1,0
108,141,106
177,174,129
172,170,122
184,181,136
148,151,102
182,180,132
184,181,136
248,250,250
169,185,232
177,173,138
24,120,13
140,138,107
191,192,150
54,58,22
192,192,152
55,56,22
17,123,3
141,140,82
144,146,94
55,56,22
26,24,6
136,138,92
72,129,191
138,138,92
120,152,223
170,170,124
107,152,225
75,76,37
165,181,227
55,78,123
103,153,219
219,129,202
201,200,162
167,167,119
174,173,123
81,84,28
54,126,196
76,181,238
182,179,135
13,13,0
133,136,81
16,7,188
57,58,14
196,195,157
48,97,143
60,29,238
109,150,213
158,194,254
114,131,188
130,133,88
176,176,122
55,56,22
176,175,124
122,160,214
164,162,114
197,196,158
176,174,126
22,22,4
180,177,132
93,89,148
198,197,159
76,130,123
199,197,162
19,9,193
47,118,255
126,136,244
92,90,36
66,68,32
0,191,1
201,210,254
181,181,135
49,58,48
143,176,239
11,10,6
201,198,160
253,255,255
202,200,165
225,213,207
181,178,133
136,139,90
67,68,29
70,73,24
177,175,127
165,169,134
178,175,130
109,115,168
54,58,22
123,118,73
164,162,114
57,59,23
201,200,162
255,0,0
172,173,129
109,128,149
36,72,50
199,197,163
198,122,69
56,81,215
200,198,163
54,58,46
82,82,68
182,182,142
64,63,29
49,93,140
54,115,181
0,3,189
91,84,67
4,1,0
155,159,123
183,181,141
177,175,127
40,0,144
172,171,121
58,117,186
67,62,31
17,16,6
20,17,3
6,4,4
198,198,158
54,55,23
178,175,131
202,200,165
0,0,255
179,177,129
178,178,132
78,47,202
135,137,137
33,34,8
58,59,20
178,175,131
178,189,241
153,126,106
15,16,14
175,173,125
141,163,229
59,114,175
45,46,14
0,2,3
26,20,9
187,122,191
131,130,74
0,1,1
186,185,141
158,158,128
139,158,17
121,153,212
97,96,75
126,126,126
162,176,229
172,178,129
149,187,251
156,84,150
172,170,122
166,163,112
177,178,136
0,0,1
53,55,19
141,144,95
154,125,110
57,60,21
121,164,215
151,150,94
167,165,134
202,201,163
138,140,88
164,162,114
198,197,159
19,22,13
12,150,192
20,18,0
53,46,191
172,168,119
201,200,162
53,57,22
140,140,86
52,54,18
195,192,154
242,229,221
147,168,22
181,178,133
199,197,162
80,87,126
138,162,228
119,160,223
240,205,172
32,33,7
175,172,127
61,121,187
72,72,24
201,200,162
92,143,223
32,109,255
162,159,108
67,68,24
92,131,79
181,178,134
145,182,250
201,199,159
173,187,239
138,137,81
132,129,184
178,176,128
0,0,255
202,201,163
140,137,86
116,92,68
178,178,132
58,117,173
179,177,129
63,64,24
129,129,129
150,168,233
35,34,8
153,154,110
81,75,70
163,164,120
157,161,125
116,140,170
107,142,208
42,43,11
161,164,118
138,139,89
107,67,79
86,92,133
61,65,24
30,68,38
185,182,137
163,162,106
0,0,168
252,247,184
143,142,198
20,16,5
184,182,134
181,178,134
199,197,163
140,166,232
151,152,150
183,180,136
101,117,176
176,174,126
205,217,253
53,57,22
102,140,194
30,31,5
141,140,82
155,175,230
103,143,201
105,139,198
177,178,134
174,173,123
159,174,106
152,155,109
244,235,231
177,178,134
131,159,220
255,0,128
200,200,160
138,137,86
223,154,84
173,171,130
11,19,9
54,54,18
104,160,87
239,201,166
49,54,23
156,191,255
164,160,112
169,170,126
55,102,156
158,162,127
188,183,138
137,113,95
197,124,66
201,200,162
142,141,85
193,192,154
135,131,82
49,54,22
55,56,22
173,172,122
96,145,219
121,156,219
182,178,130
62,62,62
16,7,188
54,122,37
55,62,11
65,67,21
198,198,162
199,197,162
173,169,120
174,188,241
32,31,27
50,169,90
130,159,228
167,185,244
142,145,100
146,167,21
180,178,137
158,157,101
182,179,135
69,70,26
159,160,116
170,169,119
79,79,25
182,179,135
128,128,128
170,169,119
255,252,177
1,1,1
255,128,0
161,165,130
88,28,22
150,97,218
136,136,190
111,151,210
164,163,113
0,3,1
169,180,237
151,162,230
55,56,17
85,87,35
164,163,107
166,167,128
96,94,40
166,165,121
150,149,98
88,90,44
15,12,0
173,174,132
101,140,192
166,177,235
178,175,131
128,128,128
248,212,206
46,103,159
52,113,175
34,34,10
103,142,204
190,188,148
199,197,162
164,162,114
172,179,144
157,178,229
55,62,19
164,162,114
89,119,184
52,53,14
34,35,9
187,198,242
129,170,219
205,204,170
10,10,4
200,199,173
135,137,91
54,55,21
69,70,28
161,165,130
172,186,234
153,154,110
0,0,255
0,3,0
83,124,193
185,183,135
79,79,25
209,177,58
61,47,24
198,194,159
202,200,165
35,34,6
193,196,157
137,140,84
193,191,156
186,184,143
147,152,107
3,0,170
59,99,151
140,139,81
171,170,120
102,139,191
126,136,243
140,139,81
97,150,223
126,126,126
94,197,192
100,99,41
71,64,25
180,177,133
110,149,211
185,183,143
29,29,5
87,90,40
6,4,0
175,189,241
66,67,25
0,255,255
243,231,227
19,16,2
155,164,231
25,27,0
201,200,162
142,91,212
43,44,10
23,21,3
61,65,24
107,156,218
189,186,148
134,160,227
109,163,228
199,210,254
255,214,197
12,32,133
187,182,137
83,89,130
147,146,90
188,188,148
84,133,209
181,179,138
56,58,22
170,184,237
157,161,125
14,23,13
98,101,52
162,162,116
100,88,108
150,166,219
63,64,20
170,169,119
133,172,224
182,179,134
182,179,135
180,175,130
140,177,251
76,109,178
139,141,89
52,54,18
31,31,19
101,105,53
109,150,205
148,185,245
124,160,214
251,232,229
186,187,137
203,213,253
204,202,168
84,94,134
178,175,130
33,38,29
189,186,148
192,192,152
48,52,11
241,180,178
178,178,132
0,255,255
53,93,141
178,174,125
172,169,124
80,86,33
111,168,229
28,212,230
54,122,189
148,168,215
179,177,129
255,255,255
49,117,184
111,228,249
171,170,120
180,178,137
127,130,185
129,130,96
55,59,24
167,188,226
136,137,98
165,164,114
0,128,0
198,198,158
34,105,85
58,118,178
202,200,165
173,173,127
46,100,153
161,165,130
162,161,111
107,106,48
145,147,105
147,144,93
176,174,126
1,3,4
110,112,83
182,179,135
136,174,222
3,8,0
7,1,186
107,17,100
117,129,187
186,184,143
61,63,17
162,166,124
147,168,230
182,177,144
151,150,99
39,37,27
55,56,24
128,165,221
139,138,80
75,85,125
62,46,201
198,198,158
20,17,2
27,23,5
54,55,21
174,145,94
109,147,211
154,187,255
200,198,163
148,187,255
176,175,125
138,140,104
134,172,220
62,63,29
180,174,129
139,142,93
86,89,40
232,113,98
102,145,202
144,99,196
116,155,224
182,180,132
182,178,137
147,188,251
141,144,99
149,168,255
164,164,116
59,124,125
198,199,157
167,163,115
138,150,156
16,39,17
243,228,225
77,49,208
152,190,254
56,58,22
57,59,23
197,195,161
66,65,27
163,162,111
173,172,122
128,131,99
175,172,127
166,209,166
171,169,121
151,156,111
74,77,28
129,133,97
175,172,127
119,169,229
165,163,115
57,103,157
161,166,134
153,154,104
177,174,130
67,69,50
15,15,1
113,153,206
148,158,222
175,176,126
200,198,163
172,169,124
63,64,20
142,167,229
103,141,199
179,177,129
96,89,40
26,16,130
167,167,119
53,107,170
53,54,20
20,17,3
106,152,223
197,195,160
83,94,132
159,176,233
157,163,228
112,153,215
122,153,222
171,170,119
123,101,89
117,159,212
92,32,20
123,164,227
173,172,122
62,59,28
88,93,38
191,192,150
177,174,129
55,60,21
140,138,84
44,45,43
173,172,122
32,33,7
169,180,232
146,187,250
163,162,112
140,139,88
126,78,96
118,161,210
204,213,255
67,71,30
82,121,190
61,62,20
180,180,134
78,78,172
199,211,253
43,44,35
133,175,222
179,179,133
170,181,225
112,151,213
118,155,215
125,126,87
198,198,158
82,115,188
91,140,216
94,138,215
8,9,0
182,179,135
139,138,80
169,167,119
41,160,85
26,18,142
179,176,132
181,181,133
60,61,19
146,186,251
212,230,201
64,65,25
0,0,179
170,186,239
155,176,23
146,143,98
128,160,219
158,154,106
171,170,120
192,192,152
140,140,86
184,181,136
247,249,249
182,180,132
68,103,169
129,132,87
144,184,249
54,93,137
140,143,94
27,27,21
62,126,191
120,151,220
178,175,131
136,136,190
122,122,122
76,89,127
176,136,40
177,174,129
132,135,90
108,210,205
157,195,253
146,159,221
178,176,128
4,0,189
140,116,98
130,133,84
62,62,22
148,151,102
201,200,162
40,94,147
133,136,110
165,166,116
53,57,22
156,156,108
173,172,122
103,138,202
153,168,231
131,134,95
50,50,10
45,106,78
165,161,112
91,90,39
131,82,98
51,52,18
237,197,162
185,183,143
209,102,121
131,130,96
54,58,17
172,170,122
241,225,219
65,67,21
113,148,221
54,59,20
115,114,56
121,122,60
17,8,189
63,63,23
153,191,255
34,36,24
173,171,130
248,250,250
87,87,39
255,251,184
49,50,11
65,68,46
137,140,91
189,190,146
171,171,125
100,98,44
75,90,129
36,33,12
68,70,24
166,178,120
58,116,181
54,94,142
49,47,39
157,161,126
202,200,165
70,79,122
21,98,77
167,181,230
153,191,255
161,164,109
188,187,143
48,100,160
2,4,0
78,183,234
160,157,119
121,141,255
199,197,162
127,155,55
55,55,19
255,255,254
205,204,170
172,168,120
151,150,99
121,119,88
118,153,221
156,196,255
184,181,137
114,114,54
141,141,95
67,127,187
202,200,165
132,135,89
161,161,107
180,178,130
127,164,214
159,162,123
182,183,141
124,123,65
182,179,135
128,128,128
140,143,93
45,95,153
125,121,120
178,176,122
136,134,80
179,177,142
101,146,220
132,137,98
188,189,147
42,60,47
161,165,123
174,173,123
200,198,163
163,164,114
182,180,132
188,182,141
208,195,181
151,154,109
63,68,23
105,106,50
105,109,162
202,201,163
171,172,130
183,183,137
55,56,22
131,162,231
52,56,21
117,108,71
158,156,102
191,190,152
49,51,22
193,191,156
195,193,152
4,4,4
135,137,101
197,196,158
174,172,124
194,192,151
198,198,158
52,52,52
54,106,166
255,250,189
52,56,21
197,198,166
199,195,160
163,161,107
163,162,112
98,95,40
150,187,255
77,78,34
47,55,18
193,192,154
35,38,6
195,164,143
87,87,51
156,174,239
161,165,124
152,151,101
96,199,194
192,190,155
33,34,8
40,77,51
107,110,78
171,171,135
177,175,127
60,60,20
155,193,255
21,18,3
59,101,146
53,57,21
54,93,138
79,80,30
110,88,112
233,114,99
3,4,0
180,180,134
157,175,236
181,178,133
142,100,33
115,114,56
142,179,231
55,56,22
13,13,1
102,97,158
151,189,254
82,52,211
199,198,160
175,173,125
126,162,226
52,52,52
164,163,113
146,159,227
130,162,228
180,179,135
121,156,220
159,178,223
173,170,125
175,173,125
76,90,138
73,130,192
106,121,94
57,88,141
181,178,133
137,139,87
129,132,130
58,62,21
180,179,135
182,178,137
53,57,22
199,98,120
174,211,173
156,157,107
24,55,48
202,200,165
254,251,177
156,172,219
66,67,23
197,195,160
121,146,166
97,151,222
173,172,122
70,135,203
128,130,88
87,82,33
129,162,225
101,119,232
172,168,120
224,228,222
174,172,124
99,136,186
8,12,0
60,115,176
123,156,225
206,101,112
4,4,0
57,34,220
118,150,209
163,236,228
120,128,91
5,6,2
2,1,0
162,182,230
106,146,199
152,132,101
160,163,118
7,11,5
27,15,151
1,71,141
35,37,7
184,182,141
175,175,129
98,30,17
69,71,25
73,88,127
201,200,162
12,18,7
165,163,115
178,177,139
54,57,18
179,177,129
104,149,206
60,62,26
32,33,7
180,179,135
4,0,72
191,189,148
22,18,0
183,180,135
126,131,186
197,196,158
37,48,38
186,187,145
150,153,107
255,255,128
97,129,182
66,66,20
150,153,107
206,205,171
0,128,0
31,0,133
173,172,122
176,175,185
116,153,215
47,118,182
255,0,0
140,180,252
231,215,208
64,65,23
106,142,206
69,70,26
110,120,238
165,164,114
71,121,187
94,97,41
121,124,75
116,115,57
171,165,120
117,152,216
3,6,0
138,137,81
29,73,42
139,139,91
121,159,213
49,49,13
152,191,255
12,6,0
172,170,139
99,130,191
151,152,102
151,182,245
25,25,9
121,155,221
200,198,163
178,175,131
44,45,43
178,175,131
56,61,22
175,173,125
80,91,129
116,115,59
175,174,124
165,167,121
117,120,118
165,163,115
200,124,71
73,76,27
59,61,19
138,139,89
52,53,19
9,7,0
178,176,128
61,62,22
159,163,122
158,154,105
150,190,255
164,162,114
70,89,127
86,80,39
93,92,36
91,121,186
52,78,132
183,180,136
76,117,196
107,156,224
148,150,120
143,184,247
127,128,88
201,200,162
173,167,114
35,36,34
61,62,20
182,180,132
119,119,59
205,204,170
74,76,34
228,121,137
166,166,118
128,132,96
42,43,11
179,180,138
82,95,133
163,162,112
133,175,218
20,17,2
255,128,0
123,166,223
53,61,20
176,174,126
118,158,216
152,189,227
196,195,157
223,209,211
62,59,14
158,162,126
181,181,133
175,188,244
195,194,156
145,167,232
167,181,233
1,139,108
68,69,25
48,50,14
128,79,87
186,184,144
132,137,86
175,173,125
133,169,223
194,193,155
186,185,141
119,118,68
156,172,225
198,211,255
92,29,15
143,144,104
53,57,22
189,187,146
182,179,135
175,190,236
162,166,131
33,34,8
57,59,23
171,170,119
204,203,169
9,7,7
4,1,0
79,82,32
163,167,132
220,179,216
164,169,114
59,120,186
179,176,132
30,46,23
139,137,83
240,205,172
5,3,3
172,171,121
202,211,254
164,162,114
131,171,223
181,165,123
31,32,6
136,139,90
156,157,137
14,13,9
73,77,35
186,186,146
178,178,130
61,101,153
121,160,212
163,161,113
54,58,17
60,63,24
176,179,130
65,70,49
53,57,22
145,165,230
56,62,39
63,68,23
109,228,254
182,177,138
124,157,220
183,181,133
144,143,87
147,149,127
163,162,112
140,140,86
47,48,16
155,156,106
54,48,237
141,141,87
0,128,0
177,174,129
57,59,23
132,134,92
16,16,10
98,63,0
180,179,135
178,178,132
149,183,237
54,55,21
187,186,142
74,83,127
163,168,136
255,253,255
165,161,113
74,76,57
127,160,229
155,192,254
83,49,210
161,153,153
175,176,134
185,185,139
1,127,1
170,166,117
77,119,172
178,179,137
200,198,164
139,142,93
128,132,96
154,158,106
3,2,0
4,4,0
171,170,120
30,27,6
0,3,199
129,135,100
96,129,179
191,189,148
163,161,107
165,169,127
116,123,116
121,120,62
13,11,3
181,178,133
182,179,135
197,195,160
34,15,232
106,108,66
205,192,178
62,62,22
84,85,53
60,20,239
170,170,122
194,193,155
66,68,22
184,184,144
183,181,151
136,162,232
104,103,47
139,166,230
139,184,252
201,200,162
69,71,25
175,172,127
65,66,26
198,196,161
99,146,220
113,113,67
30,27,0
183,180,135
199,197,162
255,0,128
168,184,231
111,232,251
180,179,135
110,147,205
182,178,137
159,163,128
149,189,254
201,199,164
154,189,223
13,11,0
167,164,113
102,135,191
22,23,3
14,14,0
93,31,21
200,199,161
29,28,7
171,172,133
177,178,136
204,203,169
90,136,213
103,103,73
141,140,89
23,19,18
0,0,6
162,165,119
161,199,231
190,188,147
0,255,255
53,99,146
1,185,1
150,152,100
174,170,122
29,28,2
54,55,21
182,180,132
20,15,148
97,97,43
189,140,102
16,191,241
81,85,33
32,0,137
164,164,116
150,153,104
122,153,222
53,55,19
23,49,25
46,47,38
178,144,101
201,199,164
182,178,137
111,109,55
89,92,36
173,172,122
180,180,134
128,130,88
51,50,40
50,50,14
255,250,249
181,180,136
54,57,31
54,95,144
174,175,133
77,77,29
154,110,205
68,69,25
172,170,122
120,119,61
4,0,72
171,169,121
27,28,12
162,160,120
189,186,141
98,99,43
174,175,195
117,219,214
124,121,70
163,163,115
0,0,0
200,198,163
117,159,224
178,175,130
171,170,120
58,116,175
171,195,241
161,175,224
180,177,132
81,53,212
171,167,118
17,0,197
107,113,166
198,194,159
53,55,25
180,177,132
98,133,189
185,184,140
187,186,142
137,139,193
199,198,160
179,175,127
182,179,135
61,65,46
146,148,96
148,169,23
46,77,132
134,164,57
180,177,132
2,3,0
25,71,42
79,81,39
53,44,188
199,197,162
201,199,159
202,200,165
68,70,24
169,169,121
196,195,157
185,184,140
47,98,161
133,172,224
21,18,3
93,145,216
118,166,230
110,143,162
157,161,126
137,138,88
127,137,191
65,65,25
114,117,67
45,46,44
178,178,132
80,81,31
7,0,0
37,0,148
127,133,84
64,63,19
109,177,46
151,166,215
128,131,186
169,168,147
115,217,212
131,171,223
34,36,6
64,64,24
183,181,133
101,108,163
162,160,112
57,58,18
164,163,113
180,177,133
102,139,191
116,119,87
146,145,87
249,253,254
0,0,255
179,176,131
136,138,92
178,175,130
198,198,158
10,14,226
144,179,229
166,168,116
190,188,147
73,73,25
25,26,17
187,187,147
173,173,127
6,7,3
127,135,242
200,200,160
159,176,233
61,65,29
136,162,229
196,196,156
127,167,219
44,93,149
181,178,134
195,193,153
144,147,98
112,110,56
84,114,85
201,200,162
72,72,18
148,151,102
145,147,125
129,141,145
156,64,107
169,169,121
93,11,0
56,61,22
62,64,22
75,75,27
109,212,207
156,156,110
23,20,6
178,175,130
198,194,159
201,199,164
